"GEO_ID","NAME","B19001F_001E","B19001F_001EA","B19001F_001M","B19001F_001MA","B19001F_002E","B19001F_002EA","B19001F_002M","B19001F_002MA","B19001F_003E","B19001F_003M","B19001F_003MA","B19001F_003EA","B19001F_004E","B19001F_004EA","B19001F_004M","B19001F_004MA","B19001F_005E","B19001F_005EA","B19001F_005M","B19001F_005MA","B19001F_006E","B19001F_006EA","B19001F_006M","B19001F_006MA","B19001F_007E","B19001F_007M","B19001F_007MA","B19001F_007EA","B19001F_008E","B19001F_008EA","B19001F_008M","B19001F_008MA","B19001F_009E","B19001F_009EA","B19001F_009M","B19001F_009MA","B19001F_010E","B19001F_010EA","B19001F_010M","B19001F_010MA","B19001F_011E","B19001F_011EA","B19001F_011M","B19001F_011MA","B19001F_012E","B19001F_012EA","B19001F_012M","B19001F_012MA","B19001F_013E","B19001F_013EA","B19001F_013M","B19001F_013MA","B19001F_014E","B19001F_014EA","B19001F_014M","B19001F_014MA","B19001F_015E","B19001F_015EA","B19001F_015M","B19001F_015MA","B19001F_016E","B19001F_016EA","B19001F_016M","B19001F_016MA","B19001F_017E","B19001F_017EA","B19001F_017M","B19001F_017MA",
"1400000US04013618800","Census Tract 6188, Maricopa County, Arizona","231","null","134","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","69","null","65","null","38","60","null","null","0","null","19","null","0","null","19","null","18","null","36","null","0","null","19","null","83","null","110","null","9","null","20","null","0","null","19","null","14","null","22","null","0","null","19","null","0","null","19","null",
"1400000US04013618900","Census Tract 6189, Maricopa County, Arizona","51","null","69","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","25","null","46","null","26","null","44","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04013619000","Census Tract 6190, Maricopa County, Arizona","34","null","45","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","27","null","43","null","7","null","11","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013619100","Census Tract 6191, Maricopa County, Arizona","111","null","87","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","21","38","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","28","null","42","null","0","null","13","null","62","null","69","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013619200","Census Tract 6192, Maricopa County, Arizona","153","null","124","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","18","29","null","null","0","null","19","null","0","null","19","null","88","null","101","null","47","null","73","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04013619300","Census Tract 6193, Maricopa County, Arizona","41","null","32","null","10","null","18","null","0","19","null","null","15","null","18","null","0","null","19","null","6","null","9","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","10","null","16","null","0","null","19","null","0","null","19","null",
"1400000US04013619400","Census Tract 6194, Maricopa County, Arizona","167","null","104","null","0","null","19","null","0","19","null","null","0","null","19","null","30","null","49","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","29","null","44","null","55","null","56","null","10","null","16","null","0","null","19","null","0","null","19","null","43","null","60","null","0","null","19","null",
"1400000US04013619500","Census Tract 6195, Maricopa County, Arizona","282","null","116","null","0","null","19","null","0","19","null","null","0","null","19","null","75","null","126","null","54","null","82","null","0","19","null","null","0","null","19","null","14","null","24","null","0","null","19","null","139","null","120","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04013619601","Census Tract 6196.01, Maricopa County, Arizona","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013619602","Census Tract 6196.02, Maricopa County, Arizona","29","null","20","null","2","null","5","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","6","null","10","null","13","null","13","null","0","null","13","null","6","null","9","null","0","null","13","null","2","null","3","null","0","null","13","null","0","null","13","null",
"1400000US04013619700","Census Tract 6197, Maricopa County, Arizona","3","null","4","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","3","4","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013619800","Census Tract 6198, Maricopa County, Arizona","29","null","48","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","29","null","48","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013619900","Census Tract 6199, Maricopa County, Arizona","12","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","12","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04013723304","Census Tract 7233.04, Maricopa County, Arizona","341","null","159","null","0","null","19","null","28","44","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","128","null","131","null","0","null","19","null","21","null","31","null","0","null","19","null","85","null","92","null","33","null","46","null","36","null","47","null","0","null","19","null","0","null","19","null","10","null","18","null",
"1400000US04013723305","Census Tract 7233.05, Maricopa County, Arizona","182","null","67","null","46","null","43","null","21","24","null","null","26","null","26","null","15","null","23","null","3","null","6","null","32","36","null","null","0","null","13","null","7","null","11","null","1","null","3","null","0","null","13","null","0","null","13","null","17","null","25","null","0","null","13","null","14","null","17","null","0","null","13","null","0","null","13","null",
"1400000US04013723306","Census Tract 7233.06, Maricopa County, Arizona","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04013723307","Census Tract 7233.07, Maricopa County, Arizona","19","null","22","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","7","null","11","null","0","null","13","null","0","null","13","null","12","null","19","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013723309","Census Tract 7233.09, Maricopa County, Arizona","3","null","25","null","0","null","13","null","0","13","null","null","0","null","13","null","3","null","25","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013723310","Census Tract 7233.10, Maricopa County, Arizona","47","null","39","null","13","null","21","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","34","null","38","null","0","null","13","null","0","null","13","null","0","null","13","null",
