"GEO_ID","NAME","B19001H_001E","B19001H_001EA","B19001H_001M","B19001H_001MA","B19001H_002E","B19001H_002M","B19001H_002MA","B19001H_002EA","B19001H_003E","B19001H_003M","B19001H_003MA","B19001H_003EA","B19001H_004E","B19001H_004M","B19001H_004MA","B19001H_004EA","B19001H_005E","B19001H_005EA","B19001H_005M","B19001H_005MA","B19001H_006E","B19001H_006M","B19001H_006MA","B19001H_006EA","B19001H_007E","B19001H_007EA","B19001H_007M","B19001H_007MA","B19001H_008E","B19001H_008M","B19001H_008MA","B19001H_008EA","B19001H_009E","B19001H_009M","B19001H_009MA","B19001H_009EA","B19001H_010E","B19001H_010M","B19001H_010MA","B19001H_010EA","B19001H_011E","B19001H_011M","B19001H_011MA","B19001H_011EA","B19001H_012E","B19001H_012M","B19001H_012MA","B19001H_012EA","B19001H_013E","B19001H_013EA","B19001H_013M","B19001H_013MA","B19001H_014E","B19001H_014M","B19001H_014MA","B19001H_014EA","B19001H_015E","B19001H_015M","B19001H_015MA","B19001H_015EA","B19001H_016E","B19001H_016M","B19001H_016MA","B19001H_016EA","B19001H_017E","B19001H_017M","B19001H_017MA","B19001H_017EA",
"1400000US04005942201","Census Tract 9422.01, Coconino County, Arizona","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1400000US04005942202","Census Tract 9422.02, Coconino County, Arizona","3","null","4","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","3","4","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1400000US04005944900","Census Tract 9449, Coconino County, Arizona","88","null","35","null","1","3","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","null","12","null","9","14","null","null","0","12","null","null","9","14","null","null","21","23","null","null","10","16","null","null","0","null","12","null","12","19","null","null","16","18","null","null","0","12","null","null","10","15","null","null",
"1400000US04005945000","Census Tract 9450, Coconino County, Arizona","3","null","4","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","3","null","4","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1400000US04005945100","Census Tract 9451, Coconino County, Arizona","3","null","5","null","0","12","null","null","0","12","null","null","3","5","null","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1400000US04005945200","Census Tract 9452, Coconino County, Arizona","39","null","30","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","10","15","null","null","0","12","null","null","9","null","15","null","20","21","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1400000US04007000100","Census Tract 1, Gila County, Arizona","1215","null","189","null","58","56","null","null","64","46","null","null","60","59","null","null","24","null","37","null","76","62","null","null","80","null","64","null","94","83","null","null","97","74","null","null","7","12","null","null","183","84","null","null","113","70","null","null","227","null","103","null","81","65","null","null","18","20","null","null","23","26","null","null","10","16","null","null",
"1400000US04007000200","Census Tract 2, Gila County, Arizona","957","null","157","null","56","46","null","null","41","38","null","null","33","39","null","null","52","null","33","null","92","54","null","null","64","null","52","null","150","69","null","null","6","10","null","null","95","45","null","null","57","35","null","null","122","54","null","null","51","null","31","null","50","42","null","null","7","11","null","null","31","25","null","null","50","47","null","null",
"1400000US04007000301","Census Tract 3.01, Gila County, Arizona","2261","null","210","null","162","116","null","null","27","33","null","null","125","77","null","null","76","null","60","null","152","96","null","null","184","null","93","null","124","81","null","null","109","72","null","null","125","71","null","null","192","103","null","null","333","109","null","null","249","null","142","null","98","63","null","null","136","83","null","null","97","79","null","null","72","60","null","null",
"1400000US04007000302","Census Tract 3.02, Gila County, Arizona","1224","null","136","null","100","60","null","null","41","29","null","null","121","74","null","null","110","null","65","null","58","34","null","null","62","null","38","null","9","14","null","null","63","44","null","null","40","29","null","null","165","67","null","null","164","79","null","null","93","null","62","null","90","41","null","null","65","47","null","null","34","28","null","null","9","14","null","null",
"1400000US04007000400","Census Tract 4, Gila County, Arizona","1855","null","203","null","118","83","null","null","110","86","null","null","153","103","null","null","87","null","64","null","57","45","null","null","14","null","21","null","113","78","null","null","96","61","null","null","114","89","null","null","175","105","null","null","229","106","null","null","260","null","113","null","50","49","null","null","134","78","null","null","87","68","null","null","58","51","null","null",
"1400000US04007000500","Census Tract 5, Gila County, Arizona","2240","null","245","null","250","140","null","null","220","112","null","null","123","99","null","null","162","null","96","null","219","153","null","null","107","null","67","null","72","47","null","null","93","73","null","null","67","49","null","null","115","100","null","null","296","127","null","null","276","null","116","null","49","45","null","null","71","73","null","null","33","36","null","null","87","96","null","null",
"1400000US04007000600","Census Tract 6, Gila County, Arizona","635","null","90","null","67","37","null","null","37","26","null","null","37","32","null","null","56","null","37","null","72","41","null","null","42","null","28","null","33","31","null","null","51","39","null","null","31","22","null","null","15","13","null","null","50","36","null","null","109","null","49","null","0","12","null","null","16","17","null","null","19","16","null","null","0","12","null","null",
"1400000US04007000700","Census Tract 7, Gila County, Arizona","945","null","140","null","83","58","null","null","98","62","null","null","83","51","null","null","159","null","75","null","55","48","null","null","54","null","45","null","16","22","null","null","102","72","null","null","53","49","null","null","99","69","null","null","0","12","null","null","24","null","31","null","54","60","null","null","65","68","null","null","0","12","null","null","0","12","null","null",
"1400000US04007000800","Census Tract 8, Gila County, Arizona","320","null","88","null","65","41","null","null","25","16","null","null","37","36","null","null","15","null","14","null","27","23","null","null","21","null","35","null","44","62","null","null","17","16","null","null","18","14","null","null","6","8","null","null","9","10","null","null","32","null","31","null","0","12","null","null","0","12","null","null","3","6","null","null","1","7","null","null",
"1400000US04007000900","Census Tract 9, Gila County, Arizona","476","null","112","null","45","33","null","null","53","52","null","null","44","26","null","null","34","null","35","null","16","15","null","null","72","null","58","null","19","16","null","null","0","12","null","null","36","25","null","null","52","34","null","null","66","54","null","null","20","null","20","null","17","17","null","null","0","12","null","null","2","5","null","null","0","12","null","null",
