"GEO_ID","NAME","B19001H_001E","B19001H_001EA","B19001H_001M","B19001H_001MA","B19001H_002E","B19001H_002EA","B19001H_002M","B19001H_002MA","B19001H_003E","B19001H_003M","B19001H_003MA","B19001H_003EA","B19001H_004E","B19001H_004M","B19001H_004MA","B19001H_004EA","B19001H_005E","B19001H_005M","B19001H_005MA","B19001H_005EA","B19001H_006E","B19001H_006M","B19001H_006MA","B19001H_006EA","B19001H_007E","B19001H_007EA","B19001H_007M","B19001H_007MA","B19001H_008E","B19001H_008EA","B19001H_008M","B19001H_008MA","B19001H_009E","B19001H_009M","B19001H_009MA","B19001H_009EA","B19001H_010E","B19001H_010M","B19001H_010MA","B19001H_010EA","B19001H_011E","B19001H_011M","B19001H_011MA","B19001H_011EA","B19001H_012E","B19001H_012EA","B19001H_012M","B19001H_012MA","B19001H_013E","B19001H_013EA","B19001H_013M","B19001H_013MA","B19001H_014E","B19001H_014M","B19001H_014MA","B19001H_014EA","B19001H_015E","B19001H_015M","B19001H_015MA","B19001H_015EA","B19001H_016E","B19001H_016M","B19001H_016MA","B19001H_016EA","B19001H_017E","B19001H_017M","B19001H_017MA","B19001H_017EA",
"1400000US04019004505","Census Tract 45.05, Pima County, Arizona","980","null","146","null","129","null","80","null","161","81","null","null","95","58","null","null","102","52","null","null","86","48","null","null","38","null","31","null","65","null","41","null","22","24","null","null","48","34","null","null","82","47","null","null","27","null","28","null","77","null","43","null","12","19","null","null","25","22","null","null","0","101","null","null","11","17","null","null",
"1400000US04019004506","Census Tract 45.06, Pima County, Arizona","1346","null","134","null","136","null","75","null","123","77","null","null","186","107","null","null","83","57","null","null","74","48","null","null","138","null","85","null","121","null","75","null","102","59","null","null","8","12","null","null","120","72","null","null","143","null","52","null","44","null","40","null","45","47","null","null","0","101","null","null","12","14","null","null","11","18","null","null",
"1400000US04019004508","Census Tract 45.08, Pima County, Arizona","1616","null","210","null","206","null","103","null","117","67","null","null","81","53","null","null","160","81","null","null","246","122","null","null","135","null","84","null","36","null","35","null","44","40","null","null","185","109","null","null","86","59","null","null","113","null","60","null","128","null","72","null","50","46","null","null","13","20","null","null","16","26","null","null","0","101","null","null",
"1400000US04019004510","Census Tract 45.10, Pima County, Arizona","1214","null","215","null","316","null","130","null","181","113","null","null","65","40","null","null","122","76","null","null","155","97","null","null","93","null","67","null","66","null","47","null","106","95","null","null","23","27","null","null","29","35","null","null","32","null","39","null","26","null","31","null","0","101","null","null","0","101","null","null","0","101","null","null","0","101","null","null",
"1400000US04019004511","Census Tract 45.11, Pima County, Arizona","1142","null","187","null","197","null","103","null","112","75","null","null","93","53","null","null","161","95","null","null","43","56","null","null","116","null","65","null","39","null","43","null","54","50","null","null","29","35","null","null","44","45","null","null","97","null","64","null","155","null","94","null","2","8","null","null","0","101","null","null","0","101","null","null","0","101","null","null",
"1400000US04019004512","Census Tract 45.12, Pima County, Arizona","1318","null","184","null","90","null","54","null","85","57","null","null","129","83","null","null","138","105","null","null","116","100","null","null","128","null","70","null","139","null","72","null","42","41","null","null","96","65","null","null","109","82","null","null","119","null","77","null","78","null","45","null","49","37","null","null","0","101","null","null","0","101","null","null","0","101","null","null",
"1400000US04019004513","Census Tract 45.13, Pima County, Arizona","914","null","180","null","68","null","49","null","103","66","null","null","54","49","null","null","151","100","null","null","84","71","null","null","77","null","87","null","94","null","60","null","68","51","null","null","25","28","null","null","65","80","null","null","27","null","32","null","77","null","66","null","21","27","null","null","0","101","null","null","0","101","null","null","0","101","null","null",
"1400000US04019004610","Census Tract 46.10, Pima County, Arizona","1547","null","130","null","56","null","58","null","44","42","null","null","12","19","null","null","13","21","null","null","80","65","null","null","161","null","84","null","48","null","36","null","108","70","null","null","130","58","null","null","109","51","null","null","201","null","94","null","314","null","100","null","137","50","null","null","80","64","null","null","31","36","null","null","23","26","null","null",
"1400000US04019004613","Census Tract 46.13, Pima County, Arizona","1225","null","140","null","41","null","36","null","45","36","null","null","40","31","null","null","42","33","null","null","112","77","null","null","160","null","95","null","64","null","41","null","9","14","null","null","69","71","null","null","125","79","null","null","149","null","70","null","201","null","85","null","98","67","null","null","15","24","null","null","55","68","null","null","0","101","null","null",
"1400000US04019004614","Census Tract 46.14, Pima County, Arizona","1102","null","91","null","68","null","42","null","28","26","null","null","0","101","null","null","14","19","null","null","34","29","null","null","38","null","26","null","41","null","31","null","55","37","null","null","47","40","null","null","131","65","null","null","142","null","70","null","104","null","45","null","176","63","null","null","53","40","null","null","67","43","null","null","104","46","null","null",
"1400000US04019004615","Census Tract 46.15, Pima County, Arizona","955","null","99","null","16","null","20","null","50","42","null","null","53","48","null","null","71","47","null","null","44","40","null","null","18","null","20","null","16","null","20","null","21","22","null","null","7","12","null","null","96","55","null","null","62","null","52","null","129","null","52","null","92","49","null","null","69","44","null","null","101","47","null","null","110","50","null","null",
"1400000US04019004616","Census Tract 46.16, Pima County, Arizona","1155","null","128","null","67","null","45","null","51","42","null","null","68","56","null","null","26","24","null","null","73","56","null","null","182","null","76","null","30","null","24","null","52","38","null","null","20","22","null","null","102","70","null","null","54","null","38","null","130","null","55","null","163","70","null","null","71","63","null","null","27","25","null","null","39","32","null","null",
"1400000US04019004617","Census Tract 46.17, Pima County, Arizona","1271","null","119","null","94","null","76","null","61","33","null","null","89","42","null","null","33","25","null","null","86","57","null","null","121","null","72","null","71","null","39","null","94","63","null","null","49","31","null","null","84","46","null","null","213","null","83","null","158","null","62","null","37","30","null","null","29","26","null","null","35","27","null","null","17","19","null","null",
"1400000US04019004618","Census Tract 46.18, Pima County, Arizona","1041","null","106","null","20","null","24","null","53","34","null","null","20","22","null","null","69","47","null","null","20","23","null","null","67","null","62","null","75","null","47","null","106","50","null","null","55","43","null","null","97","55","null","null","56","null","41","null","149","null","54","null","141","71","null","null","50","30","null","null","12","18","null","null","51","34","null","null",
"1400000US04019004619","Census Tract 46.19, Pima County, Arizona","1365","null","130","null","64","null","46","null","50","36","null","null","33","27","null","null","40","34","null","null","9","15","null","null","30","null","27","null","91","null","45","null","129","68","null","null","33","32","null","null","120","49","null","null","158","null","87","null","191","null","81","null","141","71","null","null","87","51","null","null","61","43","null","null","128","59","null","null",
"1400000US04019004620","Census Tract 46.20, Pima County, Arizona","647","null","61","null","42","null","40","null","23","20","null","null","32","38","null","null","66","40","null","null","36","36","null","null","64","null","52","null","39","null","25","null","46","35","null","null","0","101","null","null","146","71","null","null","21","null","20","null","53","null","24","null","34","24","null","null","14","15","null","null","21","22","null","null","10","15","null","null",
"1400000US04019004621","Census Tract 46.21, Pima County, Arizona","981","null","107","null","35","null","34","null","79","66","null","null","66","61","null","null","22","24","null","null","97","54","null","null","65","null","40","null","12","null","20","null","43","31","null","null","30","28","null","null","131","53","null","null","94","null","41","null","147","null","69","null","38","31","null","null","64","38","null","null","19","23","null","null","39","31","null","null",
"1400000US04019004622","Census Tract 46.22, Pima County, Arizona","1166","null","98","null","4","null","8","null","69","49","null","null","17","20","null","null","20","20","null","null","64","56","null","null","85","null","62","null","102","null","51","null","100","74","null","null","53","34","null","null","58","40","null","null","102","null","68","null","171","null","80","null","106","65","null","null","73","42","null","null","108","62","null","null","34","40","null","null",
"1400000US04019004623","Census Tract 46.23, Pima County, Arizona","1831","null","143","null","30","null","35","null","75","48","null","null","92","68","null","null","11","18","null","null","32","36","null","null","127","null","71","null","84","null","56","null","66","53","null","null","146","85","null","null","192","95","null","null","185","null","85","null","309","null","98","null","185","80","null","null","128","68","null","null","92","60","null","null","77","55","null","null",
"1400000US04019004624","Census Tract 46.24, Pima County, Arizona","1765","null","153","null","28","null","24","null","121","110","null","null","30","34","null","null","48","46","null","null","132","84","null","null","91","null","72","null","121","null","75","null","87","56","null","null","27","31","null","null","121","67","null","null","179","null","70","null","315","null","112","null","271","117","null","null","96","80","null","null","36","43","null","null","62","81","null","null",
"1400000US04019004625","Census Tract 46.25, Pima County, Arizona","619","null","88","null","32","null","32","null","34","47","null","null","15","17","null","null","40","36","null","null","29","25","null","null","6","null","11","null","76","null","54","null","68","61","null","null","9","12","null","null","33","31","null","null","108","null","61","null","79","null","61","null","38","32","null","null","4","6","null","null","21","34","null","null","27","40","null","null",
"1400000US04019004626","Census Tract 46.26, Pima County, Arizona","1223","null","160","null","151","null","75","null","48","36","null","null","82","65","null","null","111","76","null","null","136","74","null","null","84","null","56","null","51","null","31","null","98","51","null","null","63","46","null","null","95","65","null","null","186","null","84","null","50","null","47","null","43","44","null","null","0","101","null","null","7","11","null","null","18","20","null","null",
"1400000US04019004627","Census Tract 46.27, Pima County, Arizona","816","null","99","null","7","null","12","null","32","25","null","null","64","60","null","null","22","25","null","null","32","26","null","null","61","null","45","null","21","null","18","null","56","42","null","null","17","20","null","null","120","60","null","null","121","null","60","null","161","null","70","null","52","41","null","null","40","34","null","null","0","101","null","null","10","15","null","null",
"1400000US04019004628","Census Tract 46.28, Pima County, Arizona","456","null","46","null","0","null","101","null","7","10","null","null","0","101","null","null","10","16","null","null","15","22","null","null","35","null","34","null","12","null","17","null","27","23","null","null","33","28","null","null","61","56","null","null","46","null","49","null","71","null","39","null","36","29","null","null","43","27","null","null","60","36","null","null","0","101","null","null",
"1400000US04019004630","Census Tract 46.30, Pima County, Arizona","598","null","119","null","0","null","101","null","68","63","null","null","69","47","null","null","54","47","null","null","34","40","null","null","43","null","42","null","5","null","7","null","4","8","null","null","32","40","null","null","91","67","null","null","30","null","25","null","40","null","33","null","23","28","null","null","16","21","null","null","53","43","null","null","36","33","null","null",
"1400000US04019004631","Census Tract 46.31, Pima County, Arizona","1091","null","108","null","7","null","12","null","6","10","null","null","14","16","null","null","39","31","null","null","24","24","null","null","30","null","26","null","47","null","51","null","77","47","null","null","73","55","null","null","126","49","null","null","170","null","71","null","85","null","47","null","197","66","null","null","120","57","null","null","55","35","null","null","21","23","null","null",
"1400000US04019004632","Census Tract 46.32, Pima County, Arizona","799","null","81","null","17","null","15","null","44","57","null","null","4","7","null","null","14","16","null","null","0","101","null","null","38","null","31","null","54","null","38","null","43","47","null","null","24","24","null","null","70","37","null","null","129","null","68","null","93","null","45","null","170","78","null","null","47","31","null","null","23","22","null","null","29","24","null","null",
"1400000US04019004633","Census Tract 46.33, Pima County, Arizona","1035","null","66","null","25","null","28","null","9","14","null","null","26","31","null","null","10","18","null","null","6","8","null","null","35","null","34","null","52","null","44","null","32","36","null","null","44","37","null","null","55","41","null","null","115","null","59","null","299","null","94","null","124","66","null","null","95","49","null","null","65","40","null","null","43","34","null","null",
"1400000US04019004634","Census Tract 46.34, Pima County, Arizona","356","null","66","null","4","null","7","null","0","101","null","null","6","9","null","null","14","21","null","null","28","30","null","null","17","null","21","null","8","null","12","null","17","20","null","null","8","13","null","null","20","20","null","null","31","null","26","null","21","null","22","null","65","35","null","null","43","51","null","null","52","38","null","null","22","19","null","null",
"1400000US04019004635","Census Tract 46.35, Pima County, Arizona","1729","null","130","null","54","null","61","null","67","47","null","null","31","30","null","null","51","41","null","null","41","30","null","null","46","null","38","null","103","null","45","null","37","32","null","null","57","35","null","null","164","107","null","null","81","null","74","null","272","null","84","null","157","64","null","null","164","73","null","null","209","100","null","null","195","70","null","null",
"1400000US04019004636","Census Tract 46.36, Pima County, Arizona","2020","null","148","null","59","null","48","null","43","37","null","null","22","27","null","null","46","34","null","null","15","24","null","null","56","null","48","null","85","null","54","null","88","53","null","null","12","19","null","null","200","88","null","null","170","null","74","null","348","null","113","null","266","98","null","null","228","94","null","null","210","94","null","null","172","84","null","null",
"1400000US04019004638","Census Tract 46.38, Pima County, Arizona","2453","null","240","null","87","null","84","null","43","41","null","null","73","81","null","null","111","92","null","null","65","57","null","null","61","null","49","null","65","null","51","null","41","38","null","null","64","45","null","null","253","117","null","null","307","null","124","null","409","null","135","null","490","132","null","null","74","45","null","null","120","69","null","null","190","121","null","null",
"1400000US04019004639","Census Tract 46.39, Pima County, Arizona","872","null","123","null","16","null","25","null","14","22","null","null","30","28","null","null","0","101","null","null","15","22","null","null","48","null","40","null","15","null","23","null","0","101","null","null","58","55","null","null","60","39","null","null","109","null","57","null","232","null","113","null","131","66","null","null","63","54","null","null","31","34","null","null","50","34","null","null",
"1400000US04019004640","Census Tract 46.40, Pima County, Arizona","1369","null","163","null","22","null","36","null","26","32","null","null","85","86","null","null","38","35","null","null","14","22","null","null","12","null","19","null","12","null","19","null","0","101","null","null","116","81","null","null","96","76","null","null","140","null","71","null","210","null","93","null","159","79","null","null","80","67","null","null","160","71","null","null","199","95","null","null",
"1400000US04019004641","Census Tract 46.41, Pima County, Arizona","1020","null","152","null","0","null","101","null","0","101","null","null","57","64","null","null","17","28","null","null","78","69","null","null","88","null","86","null","25","null","31","null","18","30","null","null","41","62","null","null","19","32","null","null","63","null","57","null","139","null","80","null","176","105","null","null","148","85","null","null","102","69","null","null","49","35","null","null",
"1400000US04019004642","Census Tract 46.42, Pima County, Arizona","1284","null","166","null","75","null","83","null","14","24","null","null","31","36","null","null","50","49","null","null","65","49","null","null","79","null","75","null","105","null","90","null","49","55","null","null","92","83","null","null","77","53","null","null","90","null","85","null","157","null","90","null","150","76","null","null","90","74","null","null","99","64","null","null","61","50","null","null",
"1400000US04019004643","Census Tract 46.43, Pima County, Arizona","2274","null","145","null","123","null","97","null","80","71","null","null","94","55","null","null","158","99","null","null","82","59","null","null","190","null","118","null","143","null","75","null","79","58","null","null","113","81","null","null","247","89","null","null","205","null","112","null","362","null","127","null","93","70","null","null","178","100","null","null","59","48","null","null","68","54","null","null",
"1400000US04019004644","Census Tract 46.44, Pima County, Arizona","760","null","97","null","14","null","22","null","18","28","null","null","0","101","null","null","45","45","null","null","0","101","null","null","88","null","89","null","45","null","42","null","32","36","null","null","29","33","null","null","63","67","null","null","87","null","52","null","141","null","80","null","69","51","null","null","14","22","null","null","115","96","null","null","0","101","null","null",
"1400000US04019004645","Census Tract 46.45, Pima County, Arizona","1135","null","151","null","24","null","28","null","0","101","null","null","38","58","null","null","35","34","null","null","24","29","null","null","82","null","61","null","11","null","18","null","35","33","null","null","36","34","null","null","206","100","null","null","80","null","55","null","103","null","56","null","248","97","null","null","125","78","null","null","77","60","null","null","11","18","null","null",
"1400000US04019004646","Census Tract 46.46, Pima County, Arizona","1176","null","97","null","58","null","52","null","58","59","null","null","17","28","null","null","66","61","null","null","63","52","null","null","43","null","39","null","149","null","108","null","20","34","null","null","48","54","null","null","124","59","null","null","99","null","76","null","166","null","76","null","193","85","null","null","19","24","null","null","53","63","null","null","0","101","null","null",
"1400000US04019004647","Census Tract 46.47, Pima County, Arizona","982","null","155","null","52","null","71","null","14","22","null","null","0","101","null","null","0","101","null","null","82","74","null","null","29","null","36","null","29","null","34","null","103","80","null","null","0","101","null","null","134","73","null","null","174","null","83","null","171","null","80","null","105","61","null","null","73","44","null","null","16","27","null","null","0","101","null","null",
"1400000US04019004710","Census Tract 47.10, Pima County, Arizona","1638","null","172","null","212","null","106","null","129","77","null","null","77","51","null","null","89","59","null","null","100","54","null","null","81","null","56","null","189","null","89","null","71","47","null","null","53","38","null","null","117","82","null","null","230","null","115","null","114","null","72","null","79","61","null","null","25","30","null","null","27","30","null","null","45","41","null","null",
"1400000US04019004711","Census Tract 47.11, Pima County, Arizona","1923","null","180","null","156","null","106","null","68","60","null","null","36","40","null","null","119","77","null","null","46","42","null","null","65","null","66","null","144","null","102","null","33","37","null","null","0","101","null","null","63","56","null","null","196","null","77","null","233","null","121","null","140","70","null","null","124","56","null","null","165","85","null","null","335","96","null","null",
"1400000US04019004712","Census Tract 47.12, Pima County, Arizona","1319","null","127","null","43","null","57","null","14","21","null","null","39","52","null","null","99","61","null","null","56","60","null","null","65","null","50","null","31","null","29","null","0","101","null","null","7","12","null","null","31","31","null","null","76","null","52","null","199","null","76","null","119","61","null","null","90","50","null","null","138","75","null","null","312","80","null","null",
"1400000US04019004713","Census Tract 47.13, Pima County, Arizona","1587","null","135","null","94","null","62","null","32","53","null","null","35","37","null","null","71","58","null","null","21","23","null","null","74","null","63","null","154","null","77","null","38","29","null","null","28","21","null","null","130","58","null","null","113","null","50","null","212","null","77","null","99","51","null","null","96","58","null","null","137","50","null","null","253","66","null","null",
"1400000US04019004714","Census Tract 47.14, Pima County, Arizona","2148","null","162","null","68","null","51","null","36","41","null","null","61","46","null","null","83","68","null","null","92","80","null","null","124","null","86","null","115","null","67","null","27","25","null","null","56","43","null","null","73","48","null","null","245","null","112","null","233","null","87","null","251","100","null","null","147","75","null","null","265","116","null","null","272","108","null","null",
"1400000US04019004715","Census Tract 47.15, Pima County, Arizona","1506","null","190","null","91","null","65","null","131","88","null","null","43","45","null","null","98","58","null","null","52","47","null","null","94","null","65","null","25","null","26","null","141","106","null","null","138","96","null","null","136","74","null","null","171","null","84","null","188","null","92","null","137","100","null","null","5","8","null","null","6","19","null","null","50","43","null","null",
"1400000US04019004716","Census Tract 47.16, Pima County, Arizona","2130","null","187","null","97","null","66","null","31","36","null","null","125","96","null","null","124","70","null","null","118","76","null","null","77","null","51","null","30","null","27","null","201","106","null","null","171","104","null","null","139","87","null","null","286","null","137","null","181","null","96","null","207","99","null","null","194","80","null","null","113","99","null","null","36","36","null","null",
"1400000US04019004717","Census Tract 47.17, Pima County, Arizona","893","null","95","null","47","null","40","null","26","31","null","null","28","34","null","null","14","17","null","null","50","46","null","null","31","null","32","null","16","null","17","null","9","15","null","null","19","21","null","null","86","57","null","null","29","null","26","null","84","null","41","null","116","52","null","null","146","50","null","null","65","34","null","null","127","51","null","null",
"1400000US04019004718","Census Tract 47.18, Pima County, Arizona","887","null","124","null","21","null","25","null","15","23","null","null","0","101","null","null","50","41","null","null","62","76","null","null","102","null","68","null","46","null","33","null","40","35","null","null","13","21","null","null","24","34","null","null","55","null","56","null","141","null","93","null","147","92","null","null","34","27","null","null","57","35","null","null","80","46","null","null",
"1400000US04019004719","Census Tract 47.19, Pima County, Arizona","2295","null","201","null","64","null","52","null","52","48","null","null","17","28","null","null","73","91","null","null","58","48","null","null","34","null","38","null","50","null","47","null","55","51","null","null","51","50","null","null","167","108","null","null","213","null","96","null","345","null","113","null","148","75","null","null","134","109","null","null","182","81","null","null","652","148","null","null",
"1400000US04019004720","Census Tract 47.20, Pima County, Arizona","677","null","58","null","35","null","49","null","9","14","null","null","21","23","null","null","29","26","null","null","15","18","null","null","13","null","19","null","13","null","16","null","37","30","null","null","27","23","null","null","71","39","null","null","19","null","20","null","81","null","41","null","73","44","null","null","95","44","null","null","56","38","null","null","83","36","null","null",
"1400000US04019004721","Census Tract 47.21, Pima County, Arizona","1473","null","124","null","81","null","48","null","0","101","null","null","65","59","null","null","50","35","null","null","96","52","null","null","84","null","62","null","89","null","55","null","74","54","null","null","57","50","null","null","99","61","null","null","124","null","67","null","165","null","61","null","116","56","null","null","111","51","null","null","106","47","null","null","156","65","null","null",
"1400000US04019004722","Census Tract 47.22, Pima County, Arizona","1134","null","120","null","58","null","35","null","48","35","null","null","46","37","null","null","67","41","null","null","17","20","null","null","30","null","26","null","0","null","101","null","53","44","null","null","18","20","null","null","75","46","null","null","131","null","53","null","105","null","46","null","144","61","null","null","124","66","null","null","79","44","null","null","139","50","null","null",
"1400000US04019004723","Census Tract 47.23, Pima County, Arizona","1795","null","190","null","91","null","75","null","0","101","null","null","44","43","null","null","93","70","null","null","36","33","null","null","88","null","71","null","71","null","52","null","53","38","null","null","79","86","null","null","159","88","null","null","234","null","116","null","243","null","102","null","202","120","null","null","74","53","null","null","142","73","null","null","186","91","null","null",
"1400000US04019004724","Census Tract 47.24, Pima County, Arizona","957","null","112","null","24","null","28","null","0","101","null","null","0","101","null","null","11","17","null","null","16","18","null","null","30","null","35","null","22","null","25","null","0","101","null","null","0","101","null","null","35","33","null","null","61","null","42","null","177","null","78","null","92","38","null","null","128","62","null","null","150","57","null","null","211","101","null","null",
"1400000US04019004725","Census Tract 47.25, Pima County, Arizona","1017","null","159","null","87","null","58","null","11","17","null","null","50","41","null","null","81","60","null","null","159","91","null","null","47","null","37","null","69","null","67","null","29","31","null","null","0","101","null","null","77","75","null","null","93","null","100","null","97","null","68","null","44","49","null","null","0","101","null","null","93","52","null","null","80","61","null","null",
"1400000US04019004726","Census Tract 47.26, Pima County, Arizona","1532","null","116","null","73","null","51","null","0","101","null","null","71","48","null","null","0","101","null","null","14","23","null","null","44","null","40","null","35","null","32","null","77","62","null","null","67","56","null","null","106","77","null","null","93","null","51","null","153","null","73","null","175","83","null","null","135","76","null","null","152","67","null","null","337","93","null","null",
"1400000US04019410501","Census Tract 4105.01, Pima County, Arizona","716","null","154","null","14","null","21","null","30","40","null","null","13","20","null","null","25","42","null","null","8","15","null","null","51","null","44","null","52","null","60","null","27","25","null","null","6","14","null","null","55","47","null","null","248","null","123","null","103","null","76","null","42","44","null","null","42","55","null","null","0","101","null","null","0","101","null","null",
"1400000US04019410502","Census Tract 4105.02, Pima County, Arizona","651","null","130","null","0","null","101","null","46","60","null","null","16","25","null","null","31","36","null","null","20","30","null","null","52","null","68","null","94","null","91","null","0","101","null","null","19","23","null","null","76","56","null","null","137","null","67","null","120","null","65","null","11","17","null","null","10","18","null","null","0","101","null","null","19","21","null","null",
"1400000US04019410503","Census Tract 4105.03, Pima County, Arizona","1635","null","191","null","50","null","36","null","64","48","null","null","24","27","null","null","168","85","null","null","176","116","null","null","31","null","45","null","69","null","47","null","106","63","null","null","96","52","null","null","131","64","null","null","213","null","88","null","295","null","99","null","146","73","null","null","40","34","null","null","12","20","null","null","14","25","null","null",
"1400000US04019470400","Census Tract 4704, Pima County, Arizona","803","null","152","null","31","null","25","null","71","45","null","null","99","73","null","null","38","32","null","null","39","33","null","null","26","null","25","null","34","null","32","null","25","28","null","null","59","49","null","null","89","60","null","null","97","null","73","null","117","null","73","null","61","39","null","null","0","101","null","null","17","22","null","null","0","101","null","null",
"1400000US04019470500","Census Tract 4705, Pima County, Arizona","933","null","103","null","0","null","101","null","0","101","null","null","0","101","null","null","92","58","null","null","0","101","null","null","30","null","20","null","42","null","31","null","26","29","null","null","22","23","null","null","42","35","null","null","133","null","54","null","113","null","52","null","156","51","null","null","96","48","null","null","63","36","null","null","118","50","null","null",
"1400000US04019940600","Census Tract 9406, Pima County, Arizona","9","null","15","null","0","null","101","null","0","101","null","null","0","101","null","null","9","15","null","null","0","101","null","null","0","null","101","null","0","null","101","null","0","101","null","null","0","101","null","null","0","101","null","null","0","null","101","null","0","null","101","null","0","101","null","null","0","101","null","null","0","101","null","null","0","101","null","null",
"1400000US04019940700","Census Tract 9407, Pima County, Arizona","10","null","15","null","0","null","101","null","0","101","null","null","0","101","null","null","0","101","null","null","0","101","null","null","0","null","101","null","0","null","101","null","0","101","null","null","0","101","null","null","0","101","null","null","0","null","101","null","10","null","15","null","0","101","null","null","0","101","null","null","0","101","null","null","0","101","null","null",
"1400000US04019940800","Census Tract 9408, Pima County, Arizona","7","null","11","null","0","null","101","null","0","101","null","null","0","101","null","null","0","101","null","null","0","101","null","null","0","null","101","null","0","null","101","null","0","101","null","null","0","101","null","null","0","101","null","null","0","null","101","null","7","null","11","null","0","101","null","null","0","101","null","null","0","101","null","null","0","101","null","null",
"1400000US04019940900","Census Tract 9409, Pima County, Arizona","197","null","68","null","15","null","19","null","13","20","null","null","0","101","null","null","44","42","null","null","21","23","null","null","36","null","30","null","26","null","28","null","25","29","null","null","0","101","null","null","3","7","null","null","7","null","12","null","0","null","101","null","7","11","null","null","0","101","null","null","0","101","null","null","0","101","null","null",
"1400000US04019941000","Census Tract 9410, Pima County, Arizona","5","null","8","null","0","null","101","null","0","101","null","null","0","101","null","null","0","101","null","null","0","101","null","null","0","null","101","null","0","null","101","null","0","101","null","null","5","8","null","null","0","101","null","null","0","null","101","null","0","null","101","null","0","101","null","null","0","101","null","null","0","101","null","null","0","101","null","null",
"1400000US04021000201","Census Tract 2.01, Pinal County, Arizona","2316","null","232","null","101","null","66","null","103","74","null","null","116","99","null","null","80","75","null","null","118","79","null","null","154","null","73","null","86","null","51","null","116","92","null","null","121","110","null","null","279","118","null","null","193","null","93","null","289","null","109","null","223","122","null","null","81","63","null","null","142","63","null","null","114","75","null","null",
"1400000US04021000204","Census Tract 2.04, Pinal County, Arizona","1411","null","229","null","29","null","34","null","53","52","null","null","18","31","null","null","0","101","null","null","64","89","null","null","41","null","44","null","262","null","175","null","78","73","null","null","28","50","null","null","320","213","null","null","182","null","116","null","142","null","102","null","142","119","null","null","20","33","null","null","9","15","null","null","23","28","null","null",
"1400000US04021000205","Census Tract 2.05, Pinal County, Arizona","2627","null","414","null","120","null","144","null","13","22","null","null","85","85","null","null","92","141","null","null","83","95","null","null","56","null","55","null","422","null","232","null","90","87","null","null","102","84","null","null","293","142","null","null","554","null","224","null","367","null","170","null","206","121","null","null","88","79","null","null","48","77","null","null","8","16","null","null",
"1400000US04021000206","Census Tract 2.06, Pinal County, Arizona","751","null","200","null","0","null","101","null","29","45","null","null","0","101","null","null","0","101","null","null","49","83","null","null","109","null","103","null","0","null","101","null","0","101","null","null","0","101","null","null","94","71","null","null","211","null","132","null","143","null","125","null","96","80","null","null","20","25","null","null","0","101","null","null","0","101","null","null",
"1400000US04021000207","Census Tract 2.07, Pinal County, Arizona","2021","null","367","null","0","null","101","null","113","129","null","null","0","101","null","null","0","101","null","null","27","32","null","null","112","null","102","null","39","null","47","null","147","142","null","null","108","88","null","null","268","178","null","null","366","null","181","null","577","null","261","null","152","129","null","null","0","101","null","null","76","102","null","null","36","51","null","null",
"1400000US04021000208","Census Tract 2.08, Pinal County, Arizona","363","null","163","null","52","null","57","null","0","101","null","null","0","101","null","null","0","101","null","null","0","101","null","null","73","null","103","null","12","null","20","null","0","101","null","null","30","50","null","null","0","101","null","null","25","null","35","null","112","null","92","null","35","45","null","null","24","41","null","null","0","101","null","null","0","101","null","null",
"1400000US04021000209","Census Tract 2.09, Pinal County, Arizona","1814","null","213","null","0","null","101","null","35","35","null","null","11","18","null","null","175","120","null","null","105","76","null","null","96","null","63","null","32","null","40","null","47","33","null","null","47","44","null","null","167","78","null","null","201","null","88","null","472","null","147","null","325","173","null","null","72","79","null","null","17","19","null","null","12","20","null","null",
"1400000US04021000210","Census Tract 2.10, Pinal County, Arizona","1529","null","200","null","11","null","20","null","0","101","null","null","0","101","null","null","43","67","null","null","10","18","null","null","189","null","157","null","45","null","46","null","20","25","null","null","94","95","null","null","201","125","null","null","310","null","159","null","238","null","125","null","175","106","null","null","88","80","null","null","92","111","null","null","13","17","null","null",
"1400000US04021000211","Census Tract 2.11, Pinal County, Arizona","927","null","175","null","11","null","18","null","0","101","null","null","34","44","null","null","72","60","null","null","29","33","null","null","38","null","38","null","39","null","42","null","57","51","null","null","110","142","null","null","110","70","null","null","202","null","92","null","131","null","81","null","30","40","null","null","41","35","null","null","8","13","null","null","15","25","null","null",
"1400000US04021000212","Census Tract 2.12, Pinal County, Arizona","1150","null","164","null","0","null","101","null","37","43","null","null","103","96","null","null","42","43","null","null","74","52","null","null","37","null","42","null","0","null","101","null","85","91","null","null","133","103","null","null","71","51","null","null","142","null","73","null","186","null","100","null","110","78","null","null","76","76","null","null","0","101","null","null","54","69","null","null",
"1400000US04021000213","Census Tract 2.13, Pinal County, Arizona","3447","null","350","null","76","null","73","null","19","21","null","null","224","147","null","null","180","100","null","null","108","72","null","null","101","null","77","null","107","null","65","null","180","73","null","null","196","103","null","null","401","157","null","null","398","null","174","null","752","null","208","null","406","134","null","null","151","116","null","null","72","85","null","null","76","96","null","null",
