"GEO_ID","NAME","B19001H_001E","B19001H_001EA","B19001H_001M","B19001H_001MA","B19001H_002E","B19001H_002M","B19001H_002MA","B19001H_002EA","B19001H_003E","B19001H_003EA","B19001H_003M","B19001H_003MA","B19001H_004E","B19001H_004EA","B19001H_004M","B19001H_004MA","B19001H_005E","B19001H_005EA","B19001H_005M","B19001H_005MA","B19001H_006E","B19001H_006EA","B19001H_006M","B19001H_006MA","B19001H_007E","B19001H_007M","B19001H_007MA","B19001H_007EA","B19001H_008E","B19001H_008M","B19001H_008MA","B19001H_008EA","B19001H_009E","B19001H_009M","B19001H_009MA","B19001H_009EA","B19001H_010E","B19001H_010EA","B19001H_010M","B19001H_010MA","B19001H_011E","B19001H_011M","B19001H_011MA","B19001H_011EA","B19001H_012E","B19001H_012EA","B19001H_012M","B19001H_012MA","B19001H_013E","B19001H_013M","B19001H_013MA","B19001H_013EA","B19001H_014E","B19001H_014EA","B19001H_014M","B19001H_014MA","B19001H_015E","B19001H_015EA","B19001H_015M","B19001H_015MA","B19001H_016E","B19001H_016M","B19001H_016MA","B19001H_016EA","B19001H_017E","B19001H_017EA","B19001H_017M","B19001H_017MA",
"1400000US04021000207","Census Tract 2.07, Pinal County, Arizona","2407","null","302","null","58","65","null","null","81","null","74","null","115","null","98","null","92","null","101","null","78","null","55","null","158","115","null","null","105","109","null","null","158","85","null","null","121","null","93","null","189","114","null","null","436","null","175","null","482","189","null","null","193","null","101","null","39","null","42","null","0","18","null","null","102","null","115","null",
"1400000US04021000208","Census Tract 2.08, Pinal County, Arizona","402","null","67","null","45","37","null","null","0","null","13","null","0","null","13","null","12","null","14","null","0","null","13","null","4","8","null","null","41","33","null","null","65","67","null","null","7","null","13","null","27","26","null","null","29","null","28","null","63","43","null","null","45","null","31","null","56","null","60","null","8","14","null","null","0","null","13","null",
"1400000US04021000209","Census Tract 2.09, Pinal County, Arizona","2204","null","260","null","34","31","null","null","28","null","34","null","0","null","18","null","196","null","142","null","50","null","46","null","141","77","null","null","112","92","null","null","60","49","null","null","40","null","37","null","130","76","null","null","211","null","103","null","527","207","null","null","589","null","175","null","11","null","20","null","14","22","null","null","61","null","78","null",
"1400000US04021000210","Census Tract 2.10, Pinal County, Arizona","1681","null","254","null","0","20","null","null","13","null","22","null","0","null","20","null","94","null","93","null","11","null","23","null","194","159","null","null","88","90","null","null","13","23","null","null","74","null","55","null","238","130","null","null","422","null","178","null","180","87","null","null","161","null","121","null","107","null","82","null","86","101","null","null","0","null","20","null",
"1400000US04021000211","Census Tract 2.11, Pinal County, Arizona","889","null","181","null","49","44","null","null","0","null","13","null","0","null","13","null","56","null","39","null","25","null","27","null","33","32","null","null","82","50","null","null","9","11","null","null","167","null","162","null","123","60","null","null","120","null","65","null","115","65","null","null","59","null","53","null","17","null","21","null","0","13","null","null","34","null","34","null",
"1400000US04021000212","Census Tract 2.12, Pinal County, Arizona","1230","null","149","null","44","46","null","null","28","null","32","null","23","null","27","null","0","null","18","null","95","null","69","null","83","58","null","null","11","18","null","null","115","97","null","null","79","null","50","null","167","103","null","null","129","null","70","null","217","105","null","null","112","null","61","null","78","null","55","null","0","18","null","null","49","null","56","null",
"1400000US04021000213","Census Tract 2.13, Pinal County, Arizona","3146","null","392","null","263","163","null","null","22","null","36","null","127","null","112","null","141","null","105","null","82","null","67","null","96","84","null","null","61","59","null","null","190","140","null","null","131","null","96","null","410","238","null","null","294","null","165","null","746","268","null","null","187","null","117","null","145","null","122","null","121","141","null","null","130","null","112","null",
"1400000US04021000214","Census Tract 2.14, Pinal County, Arizona","2100","null","295","null","46","44","null","null","93","null","99","null","65","null","94","null","95","null","104","null","55","null","67","null","80","62","null","null","168","160","null","null","119","108","null","null","245","null","144","null","151","86","null","null","339","null","162","null","475","177","null","null","87","null","65","null","43","null","41","null","39","61","null","null","0","null","18","null",
"1400000US04021000215","Census Tract 2.15, Pinal County, Arizona","568","null","168","null","5","7","null","null","23","null","23","null","20","null","17","null","5","null","9","null","10","null","11","null","20","26","null","null","4","8","null","null","13","20","null","null","20","null","27","null","72","69","null","null","94","null","61","null","118","84","null","null","57","null","48","null","48","null","34","null","45","35","null","null","14","null","15","null",
"1400000US04021000307","Census Tract 3.07, Pinal County, Arizona","813","null","186","null","0","13","null","null","32","null","42","null","78","null","64","null","63","null","42","null","45","null","53","null","24","25","null","null","74","60","null","null","56","57","null","null","29","null","40","null","81","60","null","null","88","null","54","null","131","84","null","null","35","null","38","null","24","null","23","null","35","35","null","null","18","null","22","null",
"1400000US04021000308","Census Tract 3.08, Pinal County, Arizona","1986","null","292","null","286","145","null","null","125","null","93","null","243","null","141","null","197","null","133","null","170","null","93","null","120","73","null","null","120","97","null","null","116","72","null","null","128","null","119","null","46","43","null","null","184","null","117","null","144","85","null","null","87","null","89","null","20","null","31","null","0","13","null","null","0","null","13","null",
"1400000US04021000309","Census Tract 3.09, Pinal County, Arizona","1116","null","177","null","285","100","null","null","148","null","82","null","84","null","71","null","13","null","17","null","60","null","40","null","75","49","null","null","58","44","null","null","39","30","null","null","21","null","23","null","149","71","null","null","47","null","44","null","64","51","null","null","30","null","36","null","31","null","42","null","12","19","null","null","0","null","13","null",
"1400000US04021000310","Census Tract 3.10, Pinal County, Arizona","1205","null","158","null","145","77","null","null","30","null","30","null","176","null","93","null","72","null","49","null","118","null","87","null","55","39","null","null","86","54","null","null","72","46","null","null","74","null","59","null","74","51","null","null","105","null","66","null","49","42","null","null","101","null","77","null","24","null","28","null","0","13","null","null","24","null","31","null",
"1400000US04021000311","Census Tract 3.11, Pinal County, Arizona","1188","null","107","null","135","131","null","null","27","null","27","null","15","null","19","null","54","null","48","null","36","null","45","null","35","29","null","null","52","50","null","null","60","38","null","null","13","null","16","null","98","53","null","null","104","null","71","null","207","65","null","null","155","null","79","null","68","null","58","null","65","42","null","null","64","null","51","null",
"1400000US04021000312","Census Tract 3.12, Pinal County, Arizona","1187","null","237","null","188","104","null","null","79","null","55","null","31","null","27","null","74","null","66","null","25","null","24","null","324","194","null","null","37","31","null","null","58","58","null","null","63","null","73","null","121","110","null","null","57","null","50","null","64","53","null","null","18","null","23","null","48","null","55","null","0","13","null","null","0","null","13","null",
"1400000US04021000313","Census Tract 3.13, Pinal County, Arizona","1614","null","233","null","160","95","null","null","59","null","48","null","94","null","48","null","158","null","99","null","188","null","82","null","161","173","null","null","83","65","null","null","150","76","null","null","86","null","60","null","178","93","null","null","141","null","86","null","57","41","null","null","35","null","41","null","49","null","64","null","0","13","null","null","15","null","26","null",
"1400000US04021000314","Census Tract 3.14, Pinal County, Arizona","2167","null","226","null","121","73","null","null","150","null","121","null","111","null","78","null","151","null","78","null","111","null","71","null","206","116","null","null","132","117","null","null","200","120","null","null","145","null","99","null","338","152","null","null","222","null","116","null","203","93","null","null","15","null","26","null","49","null","45","null","0","18","null","null","13","null","21","null",
"1400000US04021000315","Census Tract 3.15, Pinal County, Arizona","1680","null","201","null","258","189","null","null","142","null","97","null","135","null","110","null","125","null","91","null","36","null","32","null","90","77","null","null","92","98","null","null","66","57","null","null","70","null","60","null","125","86","null","null","115","null","83","null","274","151","null","null","93","null","81","null","0","null","18","null","47","46","null","null","12","null","21","null",
"1400000US04021000316","Census Tract 3.16, Pinal County, Arizona","3096","null","252","null","44","42","null","null","62","null","55","null","31","null","36","null","245","null","148","null","64","null","51","null","124","70","null","null","163","101","null","null","80","51","null","null","113","null","79","null","307","106","null","null","434","null","154","null","406","138","null","null","354","null","152","null","117","null","64","null","272","128","null","null","280","null","118","null",
"1400000US04021000317","Census Tract 3.17, Pinal County, Arizona","1072","null","164","null","41","29","null","null","24","null","22","null","53","null","33","null","78","null","49","null","150","null","128","null","132","70","null","null","100","71","null","null","22","21","null","null","75","null","46","null","144","77","null","null","107","null","56","null","131","72","null","null","15","null","17","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04021000318","Census Tract 3.18, Pinal County, Arizona","2382","null","264","null","128","83","null","null","14","null","23","null","177","null","109","null","148","null","90","null","257","null","138","null","197","92","null","null","126","71","null","null","133","75","null","null","183","null","134","null","382","170","null","null","204","null","106","null","97","68","null","null","175","null","90","null","101","null","85","null","43","43","null","null","17","null","27","null",
"1400000US04021000319","Census Tract 3.19, Pinal County, Arizona","643","null","99","null","32","23","null","null","52","null","34","null","44","null","23","null","44","null","37","null","50","null","41","null","21","24","null","null","21","20","null","null","32","29","null","null","71","null","41","null","61","39","null","null","88","null","36","null","96","40","null","null","11","null","12","null","9","null","14","null","5","8","null","null","6","null","9","null",
"1400000US04021000400","Census Tract 4, Pinal County, Arizona","281","null","64","null","19","17","null","null","21","null","14","null","23","null","15","null","6","null","11","null","25","null","18","null","10","13","null","null","10","13","null","null","15","16","null","null","0","null","13","null","13","12","null","null","55","null","38","null","39","34","null","null","30","null","35","null","15","null","21","null","0","13","null","null","0","null","13","null",
"1400000US04021000603","Census Tract 6.03, Pinal County, Arizona","2251","null","191","null","131","94","null","null","25","null","31","null","28","null","33","null","62","null","51","null","70","null","46","null","100","60","null","null","101","64","null","null","151","98","null","null","88","null","59","null","225","99","null","null","226","null","121","null","330","116","null","null","145","null","80","null","264","null","124","null","182","82","null","null","123","null","78","null",
"1400000US04021000604","Census Tract 6.04, Pinal County, Arizona","2297","null","224","null","81","59","null","null","50","null","47","null","118","null","97","null","46","null","43","null","89","null","85","null","181","99","null","null","61","50","null","null","95","64","null","null","29","null","34","null","199","87","null","null","296","null","127","null","390","116","null","null","326","null","116","null","197","null","106","null","105","67","null","null","34","null","34","null",
"1400000US04021000700","Census Tract 7, Pinal County, Arizona","781","null","123","null","31","26","null","null","38","null","25","null","37","null","27","null","102","null","87","null","86","null","63","null","32","30","null","null","7","11","null","null","66","47","null","null","8","null","13","null","78","56","null","null","138","null","65","null","74","43","null","null","48","null","39","null","18","null","21","null","12","15","null","null","6","null","9","null",
"1400000US04021000801","Census Tract 8.01, Pinal County, Arizona","3929","null","460","null","316","140","null","null","59","null","58","null","120","null","83","null","346","null","177","null","443","null","191","null","232","168","null","null","37","41","null","null","260","156","null","null","134","null","74","null","394","163","null","null","726","null","238","null","538","193","null","null","73","null","63","null","107","null","91","null","92","71","null","null","52","null","59","null",
"1400000US04021000802","Census Tract 8.02, Pinal County, Arizona","1235","null","157","null","49","54","null","null","49","null","36","null","64","null","54","null","39","null","32","null","56","null","58","null","57","62","null","null","89","83","null","null","39","34","null","null","51","null","35","null","103","69","null","null","191","null","88","null","172","73","null","null","183","null","78","null","52","null","45","null","6","9","null","null","35","null","28","null",
"1400000US04021000803","Census Tract 8.03, Pinal County, Arizona","287","null","67","null","0","20","null","null","5","null","8","null","0","null","20","null","3","null","4","null","20","null","20","null","0","20","null","null","0","20","null","null","19","21","null","null","46","null","43","null","94","80","null","null","50","null","45","null","18","23","null","null","4","null","6","null","13","null","18","null","15","23","null","null","0","null","20","null",
"1400000US04021000901","Census Tract 9.01, Pinal County, Arizona","263","null","99","null","29","45","null","null","9","null","14","null","0","null","18","null","10","null","15","null","10","null","15","null","42","50","null","null","0","18","null","null","16","26","null","null","17","null","20","null","66","43","null","null","15","null","19","null","0","18","null","null","31","null","39","null","18","null","21","null","0","18","null","null","0","null","18","null",
"1400000US04021000902","Census Tract 9.02, Pinal County, Arizona","593","null","203","null","41","34","null","null","0","null","13","null","70","null","64","null","52","null","47","null","64","null","62","null","32","26","null","null","14","17","null","null","11","18","null","null","87","null","70","null","59","56","null","null","25","null","27","null","92","62","null","null","43","null","31","null","0","null","13","null","0","13","null","null","3","null","5","null",
"1400000US04021001000","Census Tract 10, Pinal County, Arizona","803","null","172","null","88","48","null","null","76","null","60","null","68","null","56","null","67","null","42","null","83","null","71","null","13","15","null","null","24","22","null","null","59","42","null","null","64","null","45","null","49","46","null","null","83","null","55","null","48","54","null","null","51","null","46","null","17","null","27","null","0","13","null","null","13","null","21","null",
"1400000US04021001100","Census Tract 11, Pinal County, Arizona","1475","null","215","null","22","25","null","null","22","null","27","null","111","null","91","null","50","null","48","null","112","null","84","null","80","87","null","null","84","66","null","null","44","36","null","null","68","null","53","null","220","132","null","null","217","null","112","null","283","110","null","null","69","null","50","null","57","null","76","null","24","28","null","null","12","null","20","null",
"1400000US04021001200","Census Tract 12, Pinal County, Arizona","1004","null","140","null","64","68","null","null","32","null","40","null","106","null","62","null","77","null","58","null","80","null","64","null","64","43","null","null","56","38","null","null","0","18","null","null","43","null","34","null","86","51","null","null","100","null","61","null","89","60","null","null","100","null","53","null","39","null","30","null","36","29","null","null","32","null","32","null",
"1400000US04021001301","Census Tract 13.01, Pinal County, Arizona","1762","null","231","null","27","32","null","null","96","null","81","null","139","null","105","null","70","null","50","null","99","null","73","null","141","92","null","null","153","82","null","null","64","60","null","null","132","null","97","null","100","75","null","null","275","null","116","null","203","102","null","null","154","null","111","null","29","null","32","null","55","72","null","null","25","null","30","null",
"1400000US04021001303","Census Tract 13.03, Pinal County, Arizona","320","null","71","null","22","23","null","null","0","null","13","null","6","null","11","null","8","null","9","null","10","null","16","null","11","15","null","null","37","44","null","null","17","22","null","null","24","null","28","null","55","55","null","null","49","null","39","null","45","35","null","null","2","null","16","null","12","null","13","null","9","14","null","null","13","null","22","null",
"1400000US04021001304","Census Tract 13.04, Pinal County, Arizona","1840","null","179","null","54","53","null","null","12","null","19","null","55","null","40","null","45","null","54","null","91","null","78","null","74","56","null","null","68","77","null","null","135","150","null","null","217","null","132","null","209","130","null","null","227","null","118","null","320","130","null","null","172","null","82","null","34","null","32","null","78","42","null","null","49","null","57","null",
"1400000US04021001305","Census Tract 13.05, Pinal County, Arizona","1199","null","258","null","34","33","null","null","24","null","29","null","14","null","22","null","53","null","39","null","175","null","222","null","70","64","null","null","151","102","null","null","53","42","null","null","87","null","63","null","261","137","null","null","59","null","44","null","71","49","null","null","41","null","41","null","16","null","27","null","78","65","null","null","12","null","20","null",
"1400000US04021001306","Census Tract 13.06, Pinal County, Arizona","1009","null","135","null","174","140","null","null","49","null","45","null","72","null","67","null","90","null","68","null","29","null","29","null","30","24","null","null","12","16","null","null","30","23","null","null","54","null","61","null","161","101","null","null","66","null","46","null","140","80","null","null","48","null","37","null","16","null","18","null","27","32","null","null","11","null","17","null",
"1400000US04021001403","Census Tract 14.03, Pinal County, Arizona","996","null","164","null","44","47","null","null","32","null","32","null","85","null","68","null","52","null","57","null","42","null","31","null","88","54","null","null","96","56","null","null","32","36","null","null","37","null","33","null","98","50","null","null","109","null","54","null","90","64","null","null","57","null","48","null","17","null","22","null","11","16","null","null","106","null","111","null",
"1400000US04021001404","Census Tract 14.04, Pinal County, Arizona","973","null","152","null","15","18","null","null","33","null","30","null","33","null","30","null","104","null","80","null","46","null","47","null","42","40","null","null","44","33","null","null","101","82","null","null","87","null","51","null","102","52","null","null","46","null","39","null","113","57","null","null","80","null","48","null","61","null","55","null","51","55","null","null","15","null","19","null",
"1400000US04021001405","Census Tract 14.05, Pinal County, Arizona","1538","null","204","null","103","105","null","null","66","null","54","null","105","null","63","null","56","null","35","null","126","null","79","null","114","80","null","null","141","127","null","null","84","60","null","null","181","null","134","null","70","49","null","null","184","null","78","null","202","85","null","null","22","null","20","null","47","null","37","null","30","30","null","null","7","null","11","null",
"1400000US04021001406","Census Tract 14.06, Pinal County, Arizona","498","null","143","null","136","92","null","null","116","null","72","null","8","null","13","null","45","null","36","null","47","null","43","null","5","8","null","null","21","25","null","null","0","13","null","null","0","null","13","null","31","28","null","null","42","null","46","null","31","32","null","null","0","null","13","null","16","null","23","null","0","13","null","null","0","null","13","null",
"1400000US04021001407","Census Tract 14.07, Pinal County, Arizona","539","null","107","null","65","55","null","null","37","null","40","null","36","null","19","null","6","null","10","null","27","null","21","null","37","34","null","null","37","25","null","null","62","45","null","null","33","null","41","null","42","38","null","null","71","null","40","null","33","33","null","null","37","null","34","null","16","null","24","null","0","13","null","null","0","null","13","null",
"1400000US04021001408","Census Tract 14.08, Pinal County, Arizona","809","null","138","null","18","21","null","null","11","null","12","null","5","null","8","null","22","null","26","null","88","null","61","null","28","23","null","null","73","48","null","null","77","49","null","null","30","null","34","null","59","35","null","null","169","null","69","null","109","40","null","null","48","null","37","null","40","null","32","null","18","26","null","null","14","null","20","null",
"1400000US04021001500","Census Tract 15, Pinal County, Arizona","379","null","95","null","58","36","null","null","47","null","34","null","90","null","65","null","18","null","19","null","21","null","24","null","16","18","null","null","52","42","null","null","17","19","null","null","37","null","39","null","0","13","null","null","14","null","16","null","9","14","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04021001600","Census Tract 16, Pinal County, Arizona","1075","null","167","null","47","47","null","null","8","null","12","null","32","null","29","null","104","null","63","null","62","null","46","null","23","25","null","null","61","63","null","null","114","81","null","null","137","null","105","null","87","75","null","null","69","null","40","null","117","69","null","null","149","null","100","null","45","null","32","null","10","16","null","null","10","null","15","null",
"1400000US04021001701","Census Tract 17.01, Pinal County, Arizona","226","null","67","null","13","12","null","null","13","null","16","null","28","null","24","null","20","null","31","null","32","null","35","null","16","18","null","null","7","11","null","null","0","13","null","null","3","null","5","null","34","27","null","null","13","null","18","null","25","18","null","null","10","null","11","null","5","null","8","null","0","13","null","null","7","null","8","null",
"1400000US04021001702","Census Tract 17.02, Pinal County, Arizona","456","null","120","null","15","23","null","null","0","null","13","null","3","null","7","null","11","null","11","null","4","null","7","null","15","19","null","null","0","13","null","null","24","27","null","null","37","null","45","null","18","16","null","null","85","null","67","null","119","83","null","null","62","null","52","null","29","null","23","null","19","17","null","null","15","null","14","null",
"1400000US04021001703","Census Tract 17.03, Pinal County, Arizona","430","null","99","null","5","8","null","null","28","null","27","null","0","null","13","null","20","null","24","null","0","null","13","null","13","22","null","null","24","27","null","null","29","32","null","null","10","null","14","null","47","36","null","null","64","null","37","null","69","43","null","null","50","null","35","null","32","null","39","null","16","14","null","null","23","null","24","null",
"1400000US04021001704","Census Tract 17.04, Pinal County, Arizona","1486","null","180","null","20","24","null","null","29","null","46","null","23","null","38","null","39","null","62","null","25","null","31","null","47","44","null","null","58","65","null","null","93","83","null","null","23","null","39","null","375","220","null","null","252","null","136","null","304","141","null","null","72","null","62","null","33","null","53","null","55","64","null","null","38","null","48","null",
"1400000US04021001705","Census Tract 17.05, Pinal County, Arizona","1749","null","252","null","97","93","null","null","24","null","30","null","57","null","40","null","90","null","80","null","102","null","103","null","66","76","null","null","73","76","null","null","111","83","null","null","103","null","73","null","110","94","null","null","201","null","109","null","296","138","null","null","234","null","129","null","67","null","64","null","56","70","null","null","62","null","89","null",
"1400000US04021001706","Census Tract 17.06, Pinal County, Arizona","1017","null","166","null","11","17","null","null","14","null","22","null","17","null","28","null","20","null","24","null","105","null","109","null","116","66","null","null","22","27","null","null","33","30","null","null","31","null","28","null","37","30","null","null","123","null","74","null","178","78","null","null","53","null","42","null","85","null","68","null","151","78","null","null","21","null","21","null",
"1400000US04021001707","Census Tract 17.07, Pinal County, Arizona","838","null","180","null","6","11","null","null","8","null","13","null","0","null","18","null","66","null","66","null","39","null","39","null","0","18","null","null","5","11","null","null","14","22","null","null","53","null","44","null","98","56","null","null","260","null","131","null","29","29","null","null","123","null","67","null","50","null","39","null","33","47","null","null","54","null","66","null",
"1400000US04021001708","Census Tract 17.08, Pinal County, Arizona","1738","null","245","null","0","18","null","null","32","null","29","null","48","null","48","null","30","null","39","null","43","null","53","null","50","47","null","null","33","33","null","null","149","90","null","null","180","null","125","null","164","96","null","null","207","null","91","null","235","114","null","null","211","null","111","null","227","null","104","null","99","90","null","null","30","null","36","null",
"1400000US04021001709","Census Tract 17.09, Pinal County, Arizona","569","null","100","null","0","13","null","null","25","null","38","null","0","null","13","null","24","null","26","null","20","null","18","null","9","14","null","null","23","26","null","null","21","30","null","null","0","null","13","null","27","21","null","null","148","null","70","null","107","55","null","null","48","null","37","null","55","null","40","null","56","51","null","null","6","null","9","null",
"1400000US04021001710","Census Tract 17.10, Pinal County, Arizona","1414","null","191","null","98","97","null","null","0","null","13","null","47","null","42","null","19","null","21","null","44","null","37","null","157","118","null","null","34","42","null","null","38","60","null","null","48","null","36","null","102","89","null","null","189","null","109","null","241","154","null","null","255","null","222","null","84","null","53","null","50","59","null","null","8","null","14","null",
"1400000US04021001711","Census Tract 17.11, Pinal County, Arizona","357","null","105","null","11","13","null","null","0","null","13","null","12","null","13","null","5","null","8","null","0","null","13","null","3","6","null","null","15","17","null","null","4","6","null","null","43","null","32","null","31","24","null","null","55","null","39","null","104","57","null","null","37","null","30","null","18","null","17","null","14","22","null","null","5","null","8","null",
"1400000US04021001900","Census Tract 19, Pinal County, Arizona","355","null","64","null","24","20","null","null","5","null","8","null","43","null","34","null","8","null","10","null","10","null","14","null","30","25","null","null","32","36","null","null","8","12","null","null","19","null","17","null","53","26","null","null","31","null","22","null","26","20","null","null","49","null","41","null","8","null","10","null","9","14","null","null","0","null","13","null",
"1400000US04021002001","Census Tract 20.01, Pinal County, Arizona","724","null","147","null","85","53","null","null","42","null","40","null","23","null","39","null","84","null","58","null","16","null","19","null","25","39","null","null","22","22","null","null","30","34","null","null","22","null","25","null","77","59","null","null","56","null","41","null","125","50","null","null","24","null","21","null","78","null","39","null","0","13","null","null","15","null","23","null",
"1400000US04021002002","Census Tract 20.02, Pinal County, Arizona","93","null","26","null","5","7","null","null","7","null","8","null","11","null","7","null","0","null","18","null","2","null","3","null","4","3","null","null","5","6","null","null","0","18","null","null","5","null","8","null","8","6","null","null","7","null","11","null","18","13","null","null","17","null","12","null","0","null","18","null","4","7","null","null","0","null","18","null",
"1400000US04021002003","Census Tract 20.03, Pinal County, Arizona","159","null","79","null","55","65","null","null","32","null","33","null","0","null","13","null","6","null","14","null","27","null","43","null","7","11","null","null","0","13","null","null","15","16","null","null","0","null","13","null","0","13","null","null","10","null","15","null","7","12","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04021002101","Census Tract 21.01, Pinal County, Arizona","1820","null","270","null","121","103","null","null","60","null","58","null","47","null","49","null","138","null","113","null","0","null","18","null","55","63","null","null","178","107","null","null","195","127","null","null","25","null","20","null","235","114","null","null","243","null","147","null","254","163","null","null","94","null","83","null","143","null","36","null","32","34","null","null","0","null","18","null",
"1400000US04021002102","Census Tract 21.02, Pinal County, Arizona","247","null","87","null","6","8","null","null","5","null","8","null","33","null","37","null","0","null","13","null","18","null","21","null","11","19","null","null","0","13","null","null","0","13","null","null","14","null","15","null","18","28","null","null","57","null","65","null","75","50","null","null","6","null","8","null","0","null","13","null","4","9","null","null","0","null","13","null",
"1400000US04021002103","Census Tract 21.03, Pinal County, Arizona","910","null","161","null","37","28","null","null","43","null","49","null","12","null","15","null","53","null","50","null","9","null","10","null","37","22","null","null","145","110","null","null","123","70","null","null","108","null","67","null","84","50","null","null","68","null","38","null","105","60","null","null","43","null","29","null","13","null","12","null","17","23","null","null","13","null","19","null",
"1400000US04021002200","Census Tract 22, Pinal County, Arizona","1280","null","195","null","202","102","null","null","29","null","45","null","25","null","29","null","112","null","99","null","42","null","52","null","0","18","null","null","0","18","null","null","29","32","null","null","49","null","54","null","229","119","null","null","186","null","107","null","215","121","null","null","18","null","30","null","100","null","66","null","31","53","null","null","13","null","20","null",
"1400000US04021002300","Census Tract 23, Pinal County, Arizona","536","null","96","null","18","18","null","null","17","null","16","null","23","null","22","null","31","null","21","null","49","null","30","null","31","21","null","null","40","26","null","null","77","48","null","null","17","null","23","null","46","35","null","null","65","null","49","null","80","43","null","null","15","null","17","null","13","null","17","null","14","15","null","null","0","null","13","null",
"1400000US04021002400","Census Tract 24, Pinal County, Arizona","351","null","72","null","7","6","null","null","31","null","20","null","52","null","51","null","16","null","15","null","40","null","29","null","23","23","null","null","13","11","null","null","3","5","null","null","17","null","15","null","36","20","null","null","41","null","26","null","36","42","null","null","18","null","14","null","0","null","13","null","0","13","null","null","18","null","12","null",
"1400000US04021941200","Census Tract 9412, Pinal County, Arizona","32","null","26","null","8","12","null","null","0","null","18","null","0","null","18","null","0","null","18","null","7","null","12","null","0","18","null","null","0","18","null","null","0","18","null","null","9","null","13","null","0","18","null","null","0","null","18","null","0","18","null","null","8","null","14","null","0","null","18","null","0","18","null","null","0","null","18","null",
"1400000US04021941300","Census Tract 9413, Pinal County, Arizona","12","null","12","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","3","null","5","null","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","13","null","null","0","null","13","null","5","8","null","null","4","null","7","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04021941400","Census Tract 9414, Pinal County, Arizona","1235","null","230","null","144","137","null","null","104","null","106","null","119","null","83","null","60","null","59","null","50","null","45","null","36","56","null","null","90","59","null","null","49","51","null","null","97","null","106","null","141","102","null","null","128","null","103","null","100","73","null","null","36","null","44","null","0","null","18","null","64","66","null","null","17","null","26","null",
"1400000US04023966000","Census Tract 9660, Santa Cruz County, Arizona","1244","null","124","null","118","47","null","null","80","null","36","null","73","null","38","null","45","null","27","null","64","null","37","null","50","37","null","null","38","21","null","null","67","32","null","null","66","null","38","null","114","48","null","null","88","null","40","null","147","69","null","null","65","null","32","null","131","null","60","null","59","41","null","null","39","null","34","null",
"1400000US04023966101","Census Tract 9661.01, Santa Cruz County, Arizona","811","null","125","null","66","61","null","null","52","null","50","null","5","null","9","null","46","null","50","null","70","null","53","null","13","20","null","null","77","60","null","null","117","81","null","null","9","null","16","null","91","61","null","null","114","null","74","null","0","13","null","null","19","null","31","null","83","null","65","null","49","45","null","null","0","null","13","null",
"1400000US04023966103","Census Tract 9661.03, Santa Cruz County, Arizona","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04023966104","Census Tract 9661.04, Santa Cruz County, Arizona","765","null","139","null","70","51","null","null","0","null","20","null","15","null","24","null","52","null","64","null","20","null","20","null","3","5","null","null","21","31","null","null","111","91","null","null","30","null","28","null","88","46","null","null","65","null","47","null","140","88","null","null","48","null","33","null","50","null","48","null","35","31","null","null","17","null","20","null",
"1400000US04023966105","Census Tract 9661.05, Santa Cruz County, Arizona","342","null","125","null","21","31","null","null","27","null","42","null","16","null","24","null","0","null","18","null","20","null","34","null","26","28","null","null","24","43","null","null","24","37","null","null","0","null","18","null","48","66","null","null","0","null","18","null","23","26","null","null","64","null","71","null","10","null","17","null","39","44","null","null","0","null","18","null",
"1400000US04023966200","Census Tract 9662, Santa Cruz County, Arizona","94","null","52","null","0","18","null","null","7","null","12","null","0","null","18","null","0","null","18","null","0","null","18","null","0","18","null","null","0","18","null","null","0","18","null","null","10","null","16","null","17","19","null","null","6","null","10","null","0","18","null","null","26","null","33","null","16","null","26","null","0","18","null","null","12","null","20","null",
"1400000US04023966301","Census Tract 9663.01, Santa Cruz County, Arizona","172","null","58","null","26","31","null","null","0","null","13","null","26","null","40","null","0","null","13","null","0","null","13","null","3","5","null","null","0","13","null","null","13","26","null","null","0","null","13","null","0","13","null","null","46","null","44","null","15","15","null","null","33","null","33","null","0","null","13","null","10","16","null","null","0","null","13","null",
"1400000US04023966302","Census Tract 9663.02, Santa Cruz County, Arizona","75","null","66","null","0","13","null","null","0","null","13","null","19","null","30","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","null","13","null","22","null","28","null","0","13","null","null","34","null","54","null",
