"GEO_ID","NAME","B19001H_001E","B19001H_001EA","B19001H_001M","B19001H_001MA","B19001H_002E","B19001H_002M","B19001H_002MA","B19001H_002EA","B19001H_003E","B19001H_003EA","B19001H_003M","B19001H_003MA","B19001H_004E","B19001H_004M","B19001H_004MA","B19001H_004EA","B19001H_005E","B19001H_005EA","B19001H_005M","B19001H_005MA","B19001H_006E","B19001H_006EA","B19001H_006M","B19001H_006MA","B19001H_007E","B19001H_007EA","B19001H_007M","B19001H_007MA","B19001H_008E","B19001H_008EA","B19001H_008M","B19001H_008MA","B19001H_009E","B19001H_009M","B19001H_009MA","B19001H_009EA","B19001H_010E","B19001H_010EA","B19001H_010M","B19001H_010MA","B19001H_011E","B19001H_011EA","B19001H_011M","B19001H_011MA","B19001H_012E","B19001H_012EA","B19001H_012M","B19001H_012MA","B19001H_013E","B19001H_013EA","B19001H_013M","B19001H_013MA","B19001H_014E","B19001H_014EA","B19001H_014M","B19001H_014MA","B19001H_015E","B19001H_015M","B19001H_015MA","B19001H_015EA","B19001H_016E","B19001H_016EA","B19001H_016M","B19001H_016MA","B19001H_017E","B19001H_017EA","B19001H_017M","B19001H_017MA",
"1400000US04019004334","Census Tract 43.34, Pima County, Arizona","983","null","164","null","63","78","null","null","0","null","17","null","55","50","null","null","0","null","17","null","18","null","29","null","72","null","73","null","56","null","82","null","35","40","null","null","39","null","46","null","68","null","54","null","261","null","129","null","219","null","129","null","74","null","70","null","0","17","null","null","0","null","17","null","23","null","36","null",
"1400000US04019004404","Census Tract 44.04, Pima County, Arizona","1574","null","155","null","73","39","null","null","107","null","54","null","74","36","null","null","147","null","51","null","183","null","81","null","148","null","63","null","122","null","62","null","113","61","null","null","24","null","23","null","126","null","60","null","160","null","59","null","143","null","62","null","76","null","46","null","36","29","null","null","29","null","24","null","13","null","15","null",
"1400000US04019004407","Census Tract 44.07, Pima County, Arizona","450","null","137","null","74","69","null","null","64","null","63","null","9","16","null","null","0","null","17","null","32","null","43","null","66","null","63","null","39","null","49","null","13","22","null","null","29","null","46","null","35","null","54","null","13","null","20","null","51","null","49","null","25","null","29","null","0","17","null","null","0","null","17","null","0","null","17","null",
"1400000US04019004411","Census Tract 44.11, Pima County, Arizona","1490","null","234","null","69","51","null","null","95","null","102","null","91","72","null","null","30","null","52","null","97","null","100","null","86","null","56","null","55","null","40","null","25","34","null","null","11","null","19","null","55","null","44","null","89","null","60","null","253","null","139","null","123","null","60","null","157","102","null","null","100","null","61","null","154","null","81","null",
"1400000US04019004412","Census Tract 44.12, Pima County, Arizona","709","null","111","null","38","39","null","null","17","null","19","null","40","34","null","null","15","null","18","null","40","null","41","null","0","null","12","null","22","null","21","null","57","48","null","null","59","null","61","null","70","null","38","null","75","null","50","null","148","null","68","null","53","null","36","null","40","29","null","null","31","null","28","null","4","null","8","null",
"1400000US04019004413","Census Tract 44.13, Pima County, Arizona","751","null","93","null","26","18","null","null","16","null","17","null","53","48","null","null","54","null","33","null","46","null","34","null","24","null","23","null","46","null","31","null","20","21","null","null","53","null","36","null","32","null","25","null","11","null","14","null","157","null","57","null","140","null","63","null","48","34","null","null","25","null","24","null","0","null","12","null",
"1400000US04019004414","Census Tract 44.14, Pima County, Arizona","422","null","86","null","36","40","null","null","0","null","12","null","41","44","null","null","40","null","39","null","13","null","16","null","33","null","40","null","17","null","13","null","31","26","null","null","13","null","16","null","35","null","26","null","29","null","29","null","58","null","41","null","29","null","26","null","36","24","null","null","0","null","12","null","11","null","18","null",
"1400000US04019004415","Census Tract 44.15, Pima County, Arizona","275","null","44","null","6","9","null","null","10","null","11","null","28","20","null","null","8","null","11","null","15","null","15","null","11","null","11","null","8","null","9","null","15","14","null","null","11","null","13","null","19","null","14","null","47","null","33","null","54","null","27","null","25","null","21","null","18","16","null","null","0","null","12","null","0","null","12","null",
"1400000US04019004418","Census Tract 44.18, Pima County, Arizona","973","null","95","null","26","25","null","null","25","null","22","null","19","19","null","null","26","null","24","null","27","null","26","null","40","null","29","null","42","null","28","null","16","19","null","null","9","null","14","null","40","null","28","null","112","null","51","null","209","null","61","null","89","null","43","null","74","45","null","null","100","null","63","null","119","null","47","null",
"1400000US04019004419","Census Tract 44.19, Pima County, Arizona","1674","null","206","null","147","113","null","null","207","null","126","null","112","67","null","null","82","null","84","null","177","null","87","null","53","null","38","null","47","null","43","null","83","72","null","null","15","null","25","null","163","null","106","null","297","null","93","null","131","null","63","null","95","null","68","null","33","36","null","null","32","null","35","null","0","null","17","null",
"1400000US04019004421","Census Tract 44.21, Pima County, Arizona","1800","null","239","null","68","52","null","null","128","null","111","null","52","48","null","null","98","null","64","null","83","null","53","null","108","null","93","null","114","null","89","null","68","55","null","null","110","null","74","null","324","null","144","null","199","null","85","null","185","null","85","null","169","null","120","null","29","33","null","null","31","null","35","null","34","null","39","null",
"1400000US04019004422","Census Tract 44.22, Pima County, Arizona","1088","null","170","null","72","52","null","null","93","null","71","null","12","20","null","null","16","null","26","null","13","null","21","null","40","null","41","null","44","null","70","null","49","45","null","null","107","null","80","null","76","null","55","null","140","null","75","null","161","null","73","null","135","null","78","null","69","52","null","null","4","null","12","null","57","null","54","null",
"1400000US04019004423","Census Tract 44.23, Pima County, Arizona","1432","null","138","null","127","72","null","null","59","null","38","null","69","51","null","null","43","null","34","null","93","null","52","null","70","null","54","null","129","null","67","null","97","63","null","null","89","null","63","null","138","null","74","null","100","null","61","null","169","null","55","null","79","null","45","null","70","52","null","null","55","null","47","null","45","null","38","null",
"1400000US04019004424","Census Tract 44.24, Pima County, Arizona","970","null","150","null","157","85","null","null","34","null","43","null","80","63","null","null","73","null","53","null","141","null","89","null","19","null","22","null","28","null","31","null","68","41","null","null","97","null","71","null","30","null","30","null","102","null","74","null","89","null","53","null","52","null","37","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1400000US04019004425","Census Tract 44.25, Pima County, Arizona","1911","null","227","null","179","98","null","null","59","null","66","null","51","49","null","null","170","null","102","null","105","null","85","null","126","null","78","null","58","null","43","null","80","87","null","null","44","null","39","null","133","null","78","null","292","null","139","null","261","null","129","null","149","null","115","null","107","88","null","null","37","null","42","null","60","null","68","null",
"1400000US04019004426","Census Tract 44.26, Pima County, Arizona","647","null","90","null","19","24","null","null","0","null","12","null","0","12","null","null","53","null","42","null","40","null","39","null","16","null","18","null","6","null","10","null","30","25","null","null","61","null","53","null","94","null","54","null","105","null","45","null","145","null","60","null","14","null","16","null","32","26","null","null","15","null","18","null","17","null","18","null",
"1400000US04019004427","Census Tract 44.27, Pima County, Arizona","2638","null","206","null","119","71","null","null","31","null","34","null","43","40","null","null","60","null","51","null","128","null","80","null","87","null","64","null","92","null","62","null","100","84","null","null","95","null","61","null","224","null","124","null","277","null","91","null","335","null","129","null","565","null","173","null","266","139","null","null","83","null","59","null","133","null","130","null",
"1400000US04019004428","Census Tract 44.28, Pima County, Arizona","1162","null","89","null","29","21","null","null","20","null","23","null","22","35","null","null","16","null","20","null","55","null","38","null","28","null","22","null","27","null","25","null","21","24","null","null","0","null","12","null","70","null","50","null","93","null","38","null","252","null","94","null","121","null","53","null","66","38","null","null","186","null","59","null","156","null","58","null",
"1400000US04019004429","Census Tract 44.29, Pima County, Arizona","1909","null","203","null","45","42","null","null","37","null","43","null","69","47","null","null","141","null","130","null","14","null","21","null","82","null","86","null","63","null","52","null","26","32","null","null","76","null","47","null","139","null","72","null","148","null","81","null","337","null","108","null","209","null","96","null","189","83","null","null","209","null","101","null","125","null","64","null",
"1400000US04019004430","Census Tract 44.30, Pima County, Arizona","449","null","58","null","12","13","null","null","49","null","32","null","12","14","null","null","0","null","12","null","6","null","9","null","11","null","12","null","5","null","7","null","37","27","null","null","20","null","15","null","61","null","38","null","64","null","39","null","79","null","42","null","40","null","22","null","19","15","null","null","34","null","28","null","0","null","12","null",
"1400000US04019004431","Census Tract 44.31, Pima County, Arizona","975","null","113","null","25","25","null","null","49","null","43","null","21","23","null","null","29","null","26","null","24","null","23","null","11","null","18","null","32","null","27","null","127","68","null","null","28","null","25","null","91","null","43","null","62","null","33","null","163","null","60","null","154","null","83","null","57","40","null","null","68","null","47","null","34","null","43","null",
"1400000US04019004504","Census Tract 45.04, Pima County, Arizona","1433","null","225","null","226","136","null","null","128","null","89","null","151","88","null","null","57","null","47","null","61","null","54","null","37","null","38","null","44","null","50","null","74","81","null","null","125","null","100","null","115","null","91","null","150","null","112","null","67","null","55","null","103","null","92","null","9","16","null","null","86","null","88","null","0","null","17","null",
"1400000US04019004505","Census Tract 45.05, Pima County, Arizona","911","null","126","null","66","38","null","null","90","null","46","null","91","56","null","null","114","null","67","null","83","null","47","null","50","null","32","null","118","null","64","null","77","55","null","null","25","null","22","null","33","null","30","null","47","null","39","null","71","null","53","null","6","null","10","null","23","26","null","null","17","null","20","null","0","null","12","null",
"1400000US04019004506","Census Tract 45.06, Pima County, Arizona","1144","null","117","null","79","54","null","null","112","null","66","null","92","47","null","null","109","null","76","null","116","null","56","null","97","null","64","null","105","null","59","null","48","31","null","null","24","null","22","null","110","null","53","null","157","null","75","null","34","null","28","null","39","null","30","null","0","17","null","null","22","null","24","null","0","null","17","null",
"1400000US04019004508","Census Tract 45.08, Pima County, Arizona","1237","null","225","null","117","89","null","null","142","null","88","null","97","75","null","null","100","null","75","null","106","null","97","null","158","null","137","null","113","null","89","null","51","71","null","null","133","null","105","null","60","null","61","null","72","null","59","null","9","null","15","null","25","null","40","null","54","56","null","null","0","null","12","null","0","null","12","null",
"1400000US04019004510","Census Tract 45.10, Pima County, Arizona","615","null","130","null","86","48","null","null","96","null","70","null","42","30","null","null","36","null","26","null","44","null","35","null","87","null","65","null","35","null","47","null","32","26","null","null","0","null","12","null","46","null","45","null","45","null","29","null","44","null","33","null","22","null","33","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1400000US04019004511","Census Tract 45.11, Pima County, Arizona","1104","null","141","null","103","63","null","null","124","null","50","null","96","52","null","null","110","null","66","null","18","null","16","null","77","null","44","null","38","null","28","null","102","68","null","null","36","null","25","null","36","null","25","null","116","null","85","null","103","null","50","null","7","null","11","null","88","72","null","null","33","null","53","null","17","null","17","null",
"1400000US04019004512","Census Tract 45.12, Pima County, Arizona","1212","null","116","null","74","40","null","null","147","null","74","null","104","65","null","null","82","null","61","null","41","null","30","null","128","null","67","null","70","null","48","null","98","55","null","null","89","null","56","null","128","null","80","null","68","null","43","null","94","null","46","null","72","null","59","null","10","16","null","null","0","null","12","null","7","null","13","null",
"1400000US04019004513","Census Tract 45.13, Pima County, Arizona","664","null","127","null","68","43","null","null","87","null","51","null","47","47","null","null","41","null","28","null","34","null","32","null","78","null","41","null","35","null","29","null","15","17","null","null","58","null","33","null","97","null","69","null","39","null","34","null","42","null","45","null","11","null","17","null","0","12","null","null","7","null","13","null","5","null","9","null",
"1400000US04019004610","Census Tract 46.10, Pima County, Arizona","1583","null","204","null","74","65","null","null","98","null","96","null","46","43","null","null","115","null","100","null","62","null","45","null","32","null","39","null","64","null","43","null","30","34","null","null","151","null","93","null","177","null","107","null","157","null","92","null","271","null","102","null","173","null","113","null","62","81","null","null","56","null","67","null","15","null","24","null",
"1400000US04019004613","Census Tract 46.13, Pima County, Arizona","1148","null","106","null","112","72","null","null","10","null","15","null","71","61","null","null","54","null","37","null","137","null","55","null","132","null","79","null","97","null","66","null","81","67","null","null","65","null","49","null","125","null","64","null","88","null","45","null","79","null","53","null","39","null","27","null","42","33","null","null","6","null","11","null","10","null","14","null",
"1400000US04019004614","Census Tract 46.14, Pima County, Arizona","1034","null","118","null","47","33","null","null","60","null","37","null","52","48","null","null","30","null","26","null","59","null","35","null","67","null","38","null","32","null","26","null","69","58","null","null","18","null","15","null","90","null","37","null","100","null","48","null","93","null","51","null","153","null","55","null","92","45","null","null","72","null","41","null","0","null","12","null",
"1400000US04019004615","Census Tract 46.15, Pima County, Arizona","867","null","91","null","18","20","null","null","29","null","25","null","60","48","null","null","20","null","21","null","31","null","31","null","35","null","31","null","59","null","48","null","43","29","null","null","8","null","15","null","67","null","41","null","77","null","48","null","127","null","60","null","103","null","42","null","53","38","null","null","70","null","63","null","67","null","42","null",
"1400000US04019004616","Census Tract 46.16, Pima County, Arizona","1123","null","110","null","16","18","null","null","63","null","51","null","82","48","null","null","54","null","38","null","42","null","29","null","121","null","67","null","69","null","40","null","85","58","null","null","48","null","27","null","92","null","59","null","111","null","47","null","168","null","62","null","57","null","26","null","15","17","null","null","57","null","42","null","43","null","33","null",
"1400000US04019004617","Census Tract 46.17, Pima County, Arizona","1101","null","94","null","34","27","null","null","50","null","33","null","70","51","null","null","87","null","52","null","53","null","34","null","118","null","60","null","82","null","49","null","123","81","null","null","55","null","36","null","98","null","56","null","134","null","69","null","91","null","56","null","25","null","24","null","49","37","null","null","15","null","19","null","17","null","17","null",
"1400000US04019004618","Census Tract 46.18, Pima County, Arizona","960","null","121","null","86","73","null","null","38","null","33","null","34","32","null","null","74","null","65","null","10","null","16","null","36","null","24","null","62","null","51","null","33","30","null","null","69","null","45","null","80","null","52","null","139","null","55","null","171","null","73","null","81","null","40","null","11","17","null","null","25","null","23","null","11","null","17","null",
"1400000US04019004619","Census Tract 46.19, Pima County, Arizona","1245","null","113","null","62","64","null","null","8","null","13","null","58","31","null","null","68","null","57","null","48","null","34","null","38","null","28","null","38","null","24","null","42","28","null","null","73","null","46","null","84","null","53","null","184","null","74","null","206","null","78","null","103","null","45","null","119","51","null","null","90","null","47","null","24","null","21","null",
"1400000US04019004620","Census Tract 46.20, Pima County, Arizona","654","null","62","null","38","20","null","null","53","null","30","null","42","32","null","null","17","null","15","null","27","null","18","null","36","null","21","null","47","null","32","null","32","31","null","null","36","null","27","null","65","null","35","null","77","null","37","null","82","null","46","null","65","null","40","null","15","14","null","null","15","null","11","null","7","null","8","null",
"1400000US04019004621","Census Tract 46.21, Pima County, Arizona","972","null","98","null","35","28","null","null","48","null","45","null","92","46","null","null","78","null","38","null","103","null","53","null","92","null","59","null","13","null","16","null","9","13","null","null","58","null","36","null","87","null","57","null","62","null","34","null","120","null","48","null","48","null","34","null","64","45","null","null","26","null","26","null","37","null","30","null",
"1400000US04019004622","Census Tract 46.22, Pima County, Arizona","1046","null","82","null","35","25","null","null","40","null","42","null","12","14","null","null","67","null","50","null","55","null","36","null","95","null","61","null","73","null","52","null","49","31","null","null","75","null","51","null","108","null","66","null","141","null","60","null","120","null","58","null","112","null","52","null","22","26","null","null","22","null","25","null","20","null","24","null",
"1400000US04019004623","Census Tract 46.23, Pima County, Arizona","1983","null","172","null","28","31","null","null","0","null","17","null","125","94","null","null","70","null","70","null","64","null","64","null","95","null","78","null","89","null","57","null","122","72","null","null","25","null","33","null","118","null","79","null","231","null","104","null","373","null","147","null","229","null","101","null","133","97","null","null","137","null","97","null","144","null","88","null",
"1400000US04019004624","Census Tract 46.24, Pima County, Arizona","1724","null","118","null","123","86","null","null","14","null","24","null","15","23","null","null","31","null","35","null","64","null","57","null","195","null","143","null","33","null","41","null","154","99","null","null","42","null","42","null","167","null","88","null","255","null","99","null","386","null","133","null","149","null","78","null","55","41","null","null","41","null","45","null","0","null","17","null",
"1400000US04019004625","Census Tract 46.25, Pima County, Arizona","659","null","80","null","71","44","null","null","37","null","37","null","30","20","null","null","44","null","31","null","31","null","20","null","19","null","17","null","65","null","42","null","20","16","null","null","30","null","22","null","58","null","26","null","55","null","28","null","114","null","47","null","47","null","33","null","25","17","null","null","0","null","12","null","13","null","14","null",
"1400000US04019004626","Census Tract 46.26, Pima County, Arizona","1027","null","149","null","99","59","null","null","27","null","22","null","59","54","null","null","96","null","55","null","107","null","62","null","112","null","61","null","92","null","63","null","18","24","null","null","60","null","43","null","132","null","66","null","116","null","72","null","34","null","27","null","52","null","42","null","16","20","null","null","7","null","11","null","0","null","12","null",
"1400000US04019004627","Census Tract 46.27, Pima County, Arizona","728","null","90","null","18","17","null","null","59","null","47","null","26","23","null","null","8","null","12","null","39","null","25","null","44","null","39","null","79","null","53","null","14","14","null","null","58","null","42","null","44","null","30","null","67","null","36","null","126","null","47","null","71","null","38","null","54","34","null","null","14","null","15","null","7","null","13","null",
"1400000US04019004628","Census Tract 46.28, Pima County, Arizona","435","null","50","null","4","5","null","null","5","null","9","null","39","32","null","null","0","null","12","null","10","null","12","null","7","null","11","null","10","null","11","null","20","16","null","null","17","null","13","null","76","null","35","null","61","null","26","null","66","null","26","null","36","null","21","null","31","20","null","null","40","null","23","null","13","null","13","null",
"1400000US04019004630","Census Tract 46.30, Pima County, Arizona","600","null","73","null","19","17","null","null","5","null","7","null","16","17","null","null","57","null","41","null","29","null","31","null","17","null","16","null","52","null","36","null","35","30","null","null","16","null","17","null","69","null","36","null","51","null","31","null","94","null","55","null","37","null","30","null","43","23","null","null","21","null","23","null","39","null","20","null",
"1400000US04019004631","Census Tract 46.31, Pima County, Arizona","1091","null","103","null","23","26","null","null","45","null","51","null","4","7","null","null","67","null","53","null","79","null","48","null","33","null","26","null","21","null","18","null","30","21","null","null","46","null","34","null","149","null","61","null","274","null","97","null","105","null","61","null","85","null","54","null","48","33","null","null","38","null","29","null","44","null","50","null",
"1400000US04019004632","Census Tract 46.32, Pima County, Arizona","733","null","52","null","5","8","null","null","19","null","23","null","0","12","null","null","26","null","14","null","51","null","36","null","37","null","29","null","21","null","16","null","14","14","null","null","62","null","39","null","34","null","19","null","69","null","33","null","134","null","45","null","105","null","45","null","82","37","null","null","29","null","17","null","45","null","29","null",
"1400000US04019004633","Census Tract 46.33, Pima County, Arizona","913","null","74","null","28","22","null","null","0","null","12","null","13","14","null","null","12","null","15","null","73","null","52","null","96","null","59","null","33","null","25","null","42","34","null","null","21","null","19","null","28","null","26","null","157","null","70","null","143","null","63","null","149","null","69","null","80","56","null","null","26","null","34","null","12","null","14","null",
"1400000US04019004634","Census Tract 46.34, Pima County, Arizona","360","null","48","null","18","20","null","null","12","null","15","null","0","12","null","null","0","null","12","null","13","null","15","null","11","null","13","null","23","null","17","null","0","12","null","null","12","null","15","null","22","null","16","null","24","null","21","null","104","null","44","null","35","null","23","null","24","16","null","null","33","null","20","null","29","null","20","null",
"1400000US04019004635","Census Tract 46.35, Pima County, Arizona","1920","null","153","null","156","76","null","null","29","null","33","null","44","43","null","null","95","null","75","null","63","null","81","null","42","null","38","null","91","null","71","null","97","50","null","null","48","null","48","null","149","null","74","null","181","null","84","null","183","null","84","null","98","null","64","null","220","120","null","null","191","null","111","null","233","null","118","null",
"1400000US04019004636","Census Tract 46.36, Pima County, Arizona","2075","null","219","null","18","29","null","null","36","null","41","null","19","32","null","null","70","null","59","null","22","null","36","null","91","null","81","null","94","null","96","null","156","118","null","null","32","null","39","null","35","null","34","null","321","null","140","null","215","null","89","null","328","null","136","null","207","86","null","null","190","null","90","null","241","null","94","null",
"1400000US04019004638","Census Tract 46.38, Pima County, Arizona","3746","null","242","null","48","40","null","null","26","null","31","null","53","67","null","null","130","null","87","null","78","null","84","null","57","null","71","null","99","null","60","null","70","52","null","null","312","null","145","null","302","null","122","null","412","null","131","null","648","null","171","null","432","null","168","null","311","114","null","null","426","null","146","null","342","null","128","null",
"1400000US04019004639","Census Tract 46.39, Pima County, Arizona","1068","null","111","null","57","50","null","null","0","null","12","null","0","12","null","null","8","null","13","null","35","null","29","null","37","null","28","null","18","null","20","null","44","31","null","null","17","null","19","null","48","null","30","null","123","null","79","null","213","null","89","null","197","null","96","null","147","63","null","null","90","null","43","null","34","null","27","null",
"1400000US04019004640","Census Tract 46.40, Pima County, Arizona","1701","null","144","null","38","30","null","null","11","null","18","null","17","18","null","null","82","null","52","null","28","null","22","null","48","null","36","null","48","null","39","null","83","51","null","null","26","null","22","null","65","null","44","null","125","null","55","null","217","null","63","null","203","null","78","null","226","78","null","null","228","null","89","null","256","null","82","null",
"1400000US04019004641","Census Tract 46.41, Pima County, Arizona","1142","null","91","null","29","33","null","null","14","null","15","null","8","13","null","null","0","null","12","null","39","null","28","null","21","null","21","null","34","null","25","null","88","72","null","null","30","null","23","null","74","null","37","null","120","null","61","null","167","null","65","null","128","null","50","null","63","53","null","null","171","null","60","null","156","null","66","null",
"1400000US04019004642","Census Tract 46.42, Pima County, Arizona","1455","null","107","null","35","28","null","null","0","null","12","null","9","13","null","null","53","null","42","null","27","null","24","null","71","null","39","null","116","null","52","null","36","28","null","null","69","null","39","null","84","null","38","null","135","null","63","null","244","null","73","null","183","null","72","null","132","71","null","null","114","null","62","null","147","null","58","null",
"1400000US04019004643","Census Tract 46.43, Pima County, Arizona","2129","null","159","null","35","41","null","null","0","null","12","null","51","39","null","null","135","null","83","null","128","null","70","null","85","null","55","null","136","null","82","null","127","74","null","null","58","null","49","null","194","null","82","null","261","null","102","null","356","null","111","null","207","null","80","null","174","81","null","null","110","null","75","null","72","null","52","null",
"1400000US04019004644","Census Tract 46.44, Pima County, Arizona","706","null","64","null","19","16","null","null","10","null","11","null","10","13","null","null","22","null","16","null","67","null","41","null","29","null","23","null","31","null","19","null","36","25","null","null","45","null","32","null","44","null","30","null","128","null","44","null","105","null","28","null","30","null","21","null","85","40","null","null","31","null","21","null","14","null","13","null",
"1400000US04019004645","Census Tract 46.45, Pima County, Arizona","1288","null","101","null","22","28","null","null","14","null","16","null","35","29","null","null","46","null","27","null","25","null","23","null","71","null","39","null","43","null","34","null","38","29","null","null","61","null","40","null","121","null","62","null","146","null","59","null","367","null","97","null","113","null","54","null","96","47","null","null","74","null","73","null","16","null","19","null",
"1400000US04019004646","Census Tract 46.46, Pima County, Arizona","1187","null","143","null","64","58","null","null","35","null","34","null","52","35","null","null","39","null","31","null","44","null","31","null","75","null","51","null","30","null","29","null","93","65","null","null","42","null","34","null","80","null","43","null","178","null","69","null","285","null","108","null","113","null","55","null","24","26","null","null","33","null","32","null","0","null","12","null",
"1400000US04019004647","Census Tract 46.47, Pima County, Arizona","1063","null","95","null","10","16","null","null","10","null","17","null","0","12","null","null","10","null","17","null","41","null","31","null","18","null","22","null","60","null","39","null","47","45","null","null","37","null","45","null","117","null","61","null","234","null","94","null","150","null","68","null","236","null","86","null","30","27","null","null","45","null","53","null","18","null","21","null",
"1400000US04019004710","Census Tract 47.10, Pima County, Arizona","1481","null","196","null","140","72","null","null","76","null","79","null","67","53","null","null","48","null","37","null","81","null","67","null","44","null","41","null","89","null","85","null","119","80","null","null","57","null","44","null","152","null","85","null","165","null","98","null","172","null","108","null","118","null","67","null","94","75","null","null","0","null","12","null","59","null","49","null",
"1400000US04019004711","Census Tract 47.11, Pima County, Arizona","1779","null","213","null","56","49","null","null","36","null","42","null","76","62","null","null","121","null","101","null","34","null","33","null","28","null","31","null","96","null","91","null","94","70","null","null","38","null","41","null","86","null","49","null","151","null","84","null","200","null","93","null","214","null","97","null","68","56","null","null","180","null","105","null","301","null","100","null",
"1400000US04019004712","Census Tract 47.12, Pima County, Arizona","1218","null","123","null","43","33","null","null","66","null","52","null","125","76","null","null","0","null","12","null","52","null","33","null","25","null","23","null","36","null","33","null","42","32","null","null","18","null","20","null","81","null","49","null","43","null","32","null","129","null","50","null","72","null","36","null","80","62","null","null","125","null","66","null","281","null","64","null",
"1400000US04019004713","Census Tract 47.13, Pima County, Arizona","1434","null","112","null","41","29","null","null","42","null","33","null","68","36","null","null","33","null","22","null","63","null","46","null","61","null","40","null","25","null","23","null","50","31","null","null","33","null","26","null","84","null","32","null","148","null","60","null","162","null","63","null","105","null","56","null","151","62","null","null","81","null","45","null","287","null","75","null",
"1400000US04019004714","Census Tract 47.14, Pima County, Arizona","1818","null","224","null","57","52","null","null","97","null","87","null","45","41","null","null","43","null","43","null","43","null","39","null","47","null","45","null","61","null","51","null","72","52","null","null","45","null","42","null","169","null","107","null","212","null","95","null","116","null","67","null","236","null","104","null","70","52","null","null","239","null","100","null","266","null","84","null",
"1400000US04019004715","Census Tract 47.15, Pima County, Arizona","1234","null","133","null","85","63","null","null","77","null","62","null","71","44","null","null","60","null","45","null","84","null","59","null","71","null","43","null","89","null","54","null","38","24","null","null","72","null","40","null","45","null","29","null","200","null","72","null","127","null","61","null","121","null","54","null","29","25","null","null","34","null","29","null","31","null","25","null",
"1400000US04019004716","Census Tract 47.16, Pima County, Arizona","2582","null","186","null","52","43","null","null","151","null","87","null","88","78","null","null","299","null","159","null","142","null","91","null","102","null","66","null","115","null","89","null","112","73","null","null","130","null","65","null","201","null","107","null","266","null","115","null","419","null","155","null","221","null","114","null","72","61","null","null","70","null","58","null","142","null","76","null",
"1400000US04019004717","Census Tract 47.17, Pima County, Arizona","840","null","107","null","16","17","null","null","0","null","12","null","0","12","null","null","19","null","22","null","29","null","26","null","38","null","29","null","9","null","14","null","29","25","null","null","52","null","34","null","70","null","51","null","103","null","47","null","106","null","62","null","33","null","26","null","65","56","null","null","113","null","55","null","158","null","57","null",
"1400000US04019004718","Census Tract 47.18, Pima County, Arizona","785","null","110","null","9","14","null","null","67","null","63","null","37","30","null","null","37","null","28","null","9","null","15","null","11","null","19","null","47","null","56","null","0","12","null","null","25","null","22","null","49","null","37","null","85","null","55","null","100","null","58","null","96","null","47","null","49","41","null","null","80","null","47","null","84","null","50","null",
"1400000US04019004719","Census Tract 47.19, Pima County, Arizona","2250","null","220","null","86","97","null","null","29","null","34","null","73","57","null","null","68","null","50","null","67","null","43","null","80","null","66","null","150","null","118","null","56","45","null","null","137","null","95","null","58","null","73","null","258","null","103","null","217","null","102","null","195","null","106","null","145","98","null","null","171","null","74","null","460","null","121","null",
"1400000US04019004720","Census Tract 47.20, Pima County, Arizona","625","null","59","null","3","6","null","null","14","null","22","null","13","11","null","null","45","null","33","null","16","null","14","null","29","null","24","null","41","null","27","null","5","8","null","null","38","null","21","null","29","null","17","null","72","null","31","null","33","null","24","null","87","null","31","null","50","25","null","null","58","null","26","null","92","null","36","null",
"1400000US04019004721","Census Tract 47.21, Pima County, Arizona","1471","null","108","null","97","70","null","null","56","null","35","null","107","67","null","null","79","null","48","null","53","null","52","null","103","null","60","null","85","null","43","null","84","57","null","null","58","null","51","null","133","null","75","null","102","null","40","null","93","null","55","null","97","null","57","null","105","41","null","null","97","null","41","null","122","null","46","null",
"1400000US04019004722","Census Tract 47.22, Pima County, Arizona","1055","null","97","null","9","14","null","null","40","null","28","null","26","22","null","null","35","null","25","null","23","null","22","null","64","null","37","null","25","null","26","null","42","29","null","null","49","null","29","null","104","null","59","null","102","null","58","null","126","null","46","null","64","null","34","null","80","37","null","null","73","null","35","null","193","null","73","null",
"1400000US04019004723","Census Tract 47.23, Pima County, Arizona","1870","null","201","null","8","13","null","null","82","null","61","null","60","58","null","null","26","null","31","null","156","null","120","null","107","null","92","null","64","null","53","null","35","40","null","null","43","null","51","null","188","null","113","null","129","null","72","null","426","null","141","null","183","null","107","null","87","57","null","null","101","null","69","null","175","null","92","null",
"1400000US04019004724","Census Tract 47.24, Pima County, Arizona","899","null","97","null","21","23","null","null","30","null","33","null","13","20","null","null","74","null","40","null","36","null","27","null","65","null","55","null","37","null","48","null","21","25","null","null","25","null","18","null","36","null","31","null","39","null","32","null","93","null","42","null","111","null","42","null","97","45","null","null","89","null","44","null","112","null","49","null",
"1400000US04019004725","Census Tract 47.25, Pima County, Arizona","1176","null","141","null","85","67","null","null","71","null","57","null","131","58","null","null","177","null","77","null","67","null","51","null","87","null","66","null","87","null","58","null","61","36","null","null","36","null","29","null","63","null","33","null","71","null","57","null","43","null","32","null","50","null","54","null","49","29","null","null","60","null","30","null","38","null","29","null",
