"GEO_ID","NAME","B19001H_001E","B19001H_001M","B19001H_001MA","B19001H_001EA","B19001H_002E","B19001H_002EA","B19001H_002M","B19001H_002MA","B19001H_003E","B19001H_003EA","B19001H_003M","B19001H_003MA","B19001H_004E","B19001H_004EA","B19001H_004M","B19001H_004MA","B19001H_005E","B19001H_005EA","B19001H_005M","B19001H_005MA","B19001H_006E","B19001H_006M","B19001H_006MA","B19001H_006EA","B19001H_007E","B19001H_007M","B19001H_007MA","B19001H_007EA","B19001H_008E","B19001H_008EA","B19001H_008M","B19001H_008MA","B19001H_009E","B19001H_009EA","B19001H_009M","B19001H_009MA","B19001H_010E","B19001H_010EA","B19001H_010M","B19001H_010MA","B19001H_011E","B19001H_011M","B19001H_011MA","B19001H_011EA","B19001H_012E","B19001H_012M","B19001H_012MA","B19001H_012EA","B19001H_013E","B19001H_013EA","B19001H_013M","B19001H_013MA","B19001H_014E","B19001H_014EA","B19001H_014M","B19001H_014MA","B19001H_015E","B19001H_015EA","B19001H_015M","B19001H_015MA","B19001H_016E","B19001H_016EA","B19001H_016M","B19001H_016MA","B19001H_017E","B19001H_017M","B19001H_017MA","B19001H_017EA",
"1400000US04013112510","Census Tract 1125.10, Maricopa County, Arizona","354","101","null","null","0","null","13","null","7","null","15","null","6","null","11","null","0","null","13","null","0","13","null","null","0","13","null","null","35","null","53","null","27","null","31","null","0","null","13","null","0","13","null","null","86","64","null","null","73","null","55","null","75","null","71","null","0","null","13","null","45","null","43","null","0","13","null","null",
"1400000US04013112511","Census Tract 1125.11, Maricopa County, Arizona","520","134","null","null","0","null","19","null","45","null","65","null","18","null","29","null","34","null","27","null","0","19","null","null","41","65","null","null","47","null","34","null","0","null","19","null","0","null","19","null","19","24","null","null","56","36","null","null","152","null","83","null","52","null","49","null","44","null","43","null","0","null","19","null","12","20","null","null",
"1400000US04013112512","Census Tract 1125.12, Maricopa County, Arizona","94","65","null","null","4","null","8","null","3","null","6","null","4","null","7","null","9","null","23","null","40","39","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","5","9","null","null","23","37","null","null","0","null","13","null","0","null","13","null","6","null","13","null","0","null","13","null","0","13","null","null",
"1400000US04013112513","Census Tract 1125.13, Maricopa County, Arizona","335","129","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","50","53","null","null","35","null","57","null","40","null","64","null","14","null","22","null","30","38","null","null","53","52","null","null","84","null","58","null","29","null","38","null","0","null","19","null","0","null","19","null","0","19","null","null",
"1400000US04013112514","Census Tract 1125.14, Maricopa County, Arizona","305","123","null","null","9","null","14","null","0","null","13","null","0","null","13","null","0","null","13","null","16","26","null","null","0","13","null","null","11","null","17","null","57","null","66","null","30","null","35","null","16","24","null","null","19","17","null","null","102","null","73","null","5","null","10","null","25","null","41","null","15","null","18","null","0","13","null","null",
"1400000US04013112601","Census Tract 1126.01, Maricopa County, Arizona","134","53","null","null","31","null","31","null","48","null","34","null","14","null","19","null","14","null","16","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","7","13","null","null","0","13","null","null","20","null","23","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null",
"1400000US04013112602","Census Tract 1126.02, Maricopa County, Arizona","245","67","null","null","56","null","42","null","32","null","44","null","48","null","38","null","28","null","30","null","13","16","null","null","11","19","null","null","0","null","19","null","0","null","19","null","31","null","33","null","18","21","null","null","8","12","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null",
"1400000US04013112700","Census Tract 1127, Maricopa County, Arizona","65","41","null","null","0","null","19","null","9","null","14","null","6","null","9","null","9","null","17","null","0","19","null","null","19","20","null","null","0","null","19","null","0","null","19","null","0","null","19","null","7","11","null","null","15","24","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null",
"1400000US04013112900","Census Tract 1129, Maricopa County, Arizona","708","172","null","null","121","null","80","null","80","null","57","null","21","null","26","null","49","null","44","null","46","45","null","null","46","58","null","null","54","null","50","null","53","null","66","null","0","null","19","null","8","13","null","null","53","47","null","null","72","null","50","null","37","null","36","null","58","null","52","null","0","null","19","null","10","19","null","null",
"1400000US04013113000","Census Tract 1130, Maricopa County, Arizona","784","115","null","null","46","null","31","null","56","null","48","null","94","null","43","null","61","null","51","null","41","42","null","null","22","35","null","null","47","null","44","null","49","null","33","null","24","null","23","null","38","38","null","null","59","53","null","null","79","null","56","null","88","null","63","null","45","null","31","null","7","null","11","null","28","34","null","null",
"1400000US04013113100","Census Tract 1131, Maricopa County, Arizona","863","152","null","null","286","null","101","null","92","null","59","null","115","null","67","null","0","null","13","null","62","43","null","null","48","49","null","null","7","null","12","null","36","null","29","null","0","null","13","null","7","13","null","null","46","49","null","null","96","null","78","null","54","null","40","null","0","null","13","null","7","null","12","null","7","13","null","null",
"1400000US04013113201","Census Tract 1132.01, Maricopa County, Arizona","200","73","null","null","89","null","49","null","33","null","41","null","9","null","10","null","13","null","15","null","8","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","45","50","null","null","0","null","13","null","3","null","7","null","0","null","13","null","0","null","13","null","0","13","null","null",
"1400000US04013113202","Census Tract 1132.02, Maricopa County, Arizona","79","42","null","null","11","null","18","null","0","null","13","null","0","null","13","null","4","null","7","null","0","13","null","null","9","15","null","null","0","null","13","null","0","null","13","null","15","null","21","null","10","14","null","null","7","12","null","null","14","null","23","null","9","null","14","null","0","null","13","null","0","null","13","null","0","13","null","null",
"1400000US04013113203","Census Tract 1132.03, Maricopa County, Arizona","212","75","null","null","43","null","49","null","0","null","13","null","44","null","34","null","24","null","27","null","15","17","null","null","0","13","null","null","26","null","30","null","17","null","18","null","0","null","13","null","9","15","null","null","0","13","null","null","5","null","8","null","17","null","28","null","7","null","12","null","5","null","8","null","0","13","null","null",
"1400000US04013113300","Census Tract 1133, Maricopa County, Arizona","468","110","null","null","194","null","92","null","103","null","59","null","45","null","32","null","9","null","13","null","3","8","null","null","18","21","null","null","26","null","30","null","0","null","13","null","9","null","15","null","5","8","null","null","16","19","null","null","31","null","36","null","0","null","13","null","2","null","14","null","7","null","11","null","0","13","null","null",
"1400000US04013113400","Census Tract 1134, Maricopa County, Arizona","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null",
