"GEO_ID","NAME","B19001H_001E","B19001H_001M","B19001H_001MA","B19001H_001EA","B19001H_002E","B19001H_002M","B19001H_002MA","B19001H_002EA","B19001H_003E","B19001H_003M","B19001H_003MA","B19001H_003EA","B19001H_004E","B19001H_004EA","B19001H_004M","B19001H_004MA","B19001H_005E","B19001H_005EA","B19001H_005M","B19001H_005MA","B19001H_006E","B19001H_006EA","B19001H_006M","B19001H_006MA","B19001H_007E","B19001H_007EA","B19001H_007M","B19001H_007MA","B19001H_008E","B19001H_008EA","B19001H_008M","B19001H_008MA","B19001H_009E","B19001H_009EA","B19001H_009M","B19001H_009MA","B19001H_010E","B19001H_010EA","B19001H_010M","B19001H_010MA","B19001H_011E","B19001H_011EA","B19001H_011M","B19001H_011MA","B19001H_012E","B19001H_012M","B19001H_012MA","B19001H_012EA","B19001H_013E","B19001H_013M","B19001H_013MA","B19001H_013EA","B19001H_014E","B19001H_014M","B19001H_014MA","B19001H_014EA","B19001H_015E","B19001H_015EA","B19001H_015M","B19001H_015MA","B19001H_016E","B19001H_016EA","B19001H_016M","B19001H_016MA","B19001H_017E","B19001H_017EA","B19001H_017M","B19001H_017MA",
"1400000US04005942201","Census Tract 9422.01, Coconino County, Arizona","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null",
"1400000US04005942202","Census Tract 9422.02, Coconino County, Arizona","6","6","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","6","6","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null",
"1400000US04005944900","Census Tract 9449, Coconino County, Arizona","81","39","null","null","1","4","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","10","null","15","null","0","null","12","null","9","null","15","null","22","null","25","null","0","12","null","null","0","12","null","null","11","17","null","null","17","null","20","null","0","null","12","null","11","null","16","null",
"1400000US04005945000","Census Tract 9450, Coconino County, Arizona","2","3","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","2","3","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null",
"1400000US04005945100","Census Tract 9451, Coconino County, Arizona","6","8","null","null","0","12","null","null","0","12","null","null","3","null","5","null","0","null","12","null","0","null","12","null","0","null","12","null","3","null","5","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null",
"1400000US04005945200","Census Tract 9452, Coconino County, Arizona","39","30","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","10","null","17","null","0","12","null","null","9","14","null","null","20","22","null","null","0","null","12","null","0","null","12","null","0","null","12","null",
"1400000US04007000100","Census Tract 1, Gila County, Arizona","1333","214","null","null","41","53","null","null","80","56","null","null","85","null","68","null","1","null","19","null","65","null","58","null","133","null","91","null","94","null","78","null","93","null","81","null","37","null","47","null","132","null","66","null","126","82","null","null","265","115","null","null","86","69","null","null","28","null","27","null","50","null","53","null","17","null","17","null",
"1400000US04007000200","Census Tract 2, Gila County, Arizona","891","138","null","null","30","24","null","null","42","38","null","null","40","null","38","null","68","null","30","null","71","null","45","null","81","null","61","null","84","null","54","null","50","null","39","null","39","null","31","null","75","null","33","null","97","54","null","null","92","49","null","null","32","39","null","null","30","null","39","null","38","null","28","null","22","null","20","null",
"1400000US04007000301","Census Tract 3.01, Gila County, Arizona","2163","201","null","null","136","88","null","null","17","28","null","null","101","null","76","null","86","null","62","null","143","null","76","null","201","null","113","null","212","null","127","null","79","null","67","null","93","null","62","null","146","null","77","null","282","110","null","null","211","110","null","null","150","93","null","null","107","null","61","null","136","null","95","null","63","null","50","null",
"1400000US04007000302","Census Tract 3.02, Gila County, Arizona","1208","127","null","null","60","43","null","null","33","29","null","null","88","null","69","null","104","null","61","null","57","null","29","null","65","null","51","null","24","null","24","null","99","null","61","null","30","null","23","null","231","null","104","null","137","54","null","null","110","59","null","null","88","58","null","null","40","null","30","null","23","null","22","null","19","null","23","null",
"1400000US04007000400","Census Tract 4, Gila County, Arizona","1895","220","null","null","154","127","null","null","100","83","null","null","134","null","92","null","50","null","47","null","45","null","41","null","51","null","47","null","101","null","75","null","114","null","65","null","123","null","94","null","113","null","109","null","301","103","null","null","204","116","null","null","107","64","null","null","116","null","75","null","114","null","70","null","68","null","52","null",
"1400000US04007000500","Census Tract 5, Gila County, Arizona","2315","258","null","null","291","145","null","null","190","121","null","null","59","null","49","null","175","null","108","null","361","null","166","null","94","null","59","null","107","null","65","null","32","null","35","null","75","null","54","null","97","null","93","null","237","116","null","null","307","145","null","null","42","42","null","null","93","null","83","null","44","null","40","null","111","null","126","null",
"1400000US04007000600","Census Tract 6, Gila County, Arizona","605","102","null","null","54","38","null","null","46","32","null","null","36","null","35","null","36","null","27","null","87","null","47","null","45","null","32","null","33","null","26","null","38","null","28","null","29","null","18","null","38","null","22","null","25","17","null","null","94","54","null","null","10","9","null","null","19","null","18","null","15","null","12","null","0","null","12","null",
"1400000US04007000700","Census Tract 7, Gila County, Arizona","1011","131","null","null","82","60","null","null","100","53","null","null","53","null","46","null","139","null","73","null","55","null","50","null","51","null","48","null","45","null","42","null","147","null","78","null","52","null","47","null","134","null","65","null","0","12","null","null","62","52","null","null","5","9","null","null","86","null","78","null","0","null","12","null","0","null","12","null",
"1400000US04007000800","Census Tract 8, Gila County, Arizona","301","83","null","null","55","45","null","null","19","15","null","null","48","null","42","null","55","null","34","null","15","null","19","null","14","null","15","null","22","null","36","null","4","null","6","null","9","null","13","null","7","null","10","null","12","9","null","null","33","38","null","null","0","12","null","null","0","null","12","null","3","null","8","null","5","null","8","null",
"1400000US04007000900","Census Tract 9, Gila County, Arizona","393","101","null","null","43","28","null","null","60","59","null","null","28","null","22","null","0","null","12","null","17","null","16","null","14","null","13","null","23","null","29","null","11","null","13","null","15","null","16","null","48","null","36","null","87","63","null","null","20","18","null","null","25","23","null","null","0","null","12","null","2","null","4","null","0","null","12","null",
